player,position,team,games,snaps,snaps_pct,rush_pct,tgt_pct,touch_pct,util_pct,fantasy_points,points_per_100_snaps,week,year,receiving_rec,receiving_tgt,receiving_yds,receiving_avg,receiving_long,receiving_20p,receiving_td,rushing_att,rushing_yds,rushing_td,lst,opponent,home
Zach Ertz,TE,ARI,1.0,,,,,,,3.4,,1,2021,2.0,2.0,34.0,17.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,TEN,False
Jack Doyle,TE,IND,1.0,45.0,59.0,0.0,9.0,7.0,9.0,2.1,4.7,1,2021,3.0,4.0,21.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,True
Mo Alie-Cox,TE,IND,1.0,39.0,51.0,0.0,5.0,0.0,5.0,0.0,0.0,1,2021,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,True
Logan Thomas,TE,WAS,1.0,55.0,100.0,0.0,5.0,5.0,5.0,9.0,16.4,1,2021,3.0,3.0,30.0,10.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,LAC,True
Eric Ebron,TE,PIT,1.0,27.0,47.0,0.0,7.0,4.0,7.0,1.9,7.0,1,2021,,,,,,,,,,,,BUF,False
Zach Gentry,TE,PIT,1.0,16.0,28.0,0.0,6.0,6.0,6.0,-0.2,-1.3,1,2021,1.0,1.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUF,False
Pat Freiermuth,TE,PIT,1.0,29.0,50.0,0.0,3.0,3.0,3.0,2.4,8.3,1,2021,1.0,1.0,24.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,BUF,False
Darren Fells,TE,DET,1.0,27.0,29.0,0.0,4.0,4.0,4.0,0.2,0.7,1,2021,,,,,,,,,,,,SF,True
T.J. Hockenson,TE,DET,1.0,78.0,85.0,0.0,14.0,10.0,14.0,17.7,22.7,1,2021,8.0,11.0,97.0,12.1,23.0,0.0,1.0,0.0,0.0,0.0,0.0,SF,True
Jared Pinkney,TE,DET,1.0,,,,,,,0.0,,1,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,True
Chris Manhertz,TE,JAC,1.0,26.0,35.0,0.0,4.0,4.0,4.0,8.2,31.5,1,2021,1.0,1.0,22.0,22.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,HOU,False
James O'Shaughnessy,TE,JAC,1.0,59.0,80.0,0.0,14.0,10.0,14.0,4.8,8.1,1,2021,6.0,8.0,48.0,8.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,HOU,False
Dan Arnold,TE,JAC,1.0,,,,,,,0.6,,1,2021,2.0,3.0,6.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,HOU,False
C.J. Uzomah,TE,CIN,1.0,51.0,74.0,0.0,4.0,4.0,4.0,3.5,6.9,1,2021,2.0,2.0,35.0,17.5,32.0,0.0,0.0,0.0,0.0,0.0,0.0,MIN,True
Darren Waller,TE,LV,1.0,81.0,94.0,0.0,23.0,12.0,23.0,16.5,20.4,1,2021,10.0,19.0,105.0,10.5,24.0,0.0,1.0,0.0,0.0,0.0,0.0,BAL,True
Geoff Swaim,TE,TEN,1.0,25.0,39.0,0.0,4.0,0.0,4.0,0.0,0.0,1,2021,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARI,True
Anthony Firkser,TE,TEN,1.0,31.0,48.0,0.0,13.0,10.0,13.0,1.9,6.1,1,2021,3.0,4.0,19.0,6.3,11.0,0.0,0.0,0.0,0.0,0.0,0.0,ARI,True
Eric Tomlinson,TE,BAL,1.0,19.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,False
Mark Andrews,TE,BAL,1.0,55.0,81.0,0.0,9.0,5.0,9.0,2.0,3.6,1,2021,3.0,5.0,20.0,6.7,10.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,False
Josh Oliver,TE,BAL,1.0,5.0,7.0,0.0,20.0,0.0,20.0,0.0,0.0,1,2021,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,False
Hunter Henry,TE,NE,1.0,54.0,72.0,0.0,6.0,6.0,6.0,3.1,5.7,1,2021,3.0,3.0,31.0,10.3,16.0,0.0,0.0,0.0,0.0,0.0,0.0,MIA,True
Jonnu Smith,TE,NE,1.0,55.0,73.0,2.0,9.0,11.0,11.0,4.8,8.7,1,2021,5.0,5.0,42.0,8.4,11.0,0.0,0.0,1.0,6.0,0.0,0.0,MIA,True
Austin Hooper,TE,CLE,1.0,38.0,64.0,0.0,8.0,8.0,8.0,2.7,7.1,1,2021,3.0,3.0,27.0,9.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,KC,False
David Njoku,TE,CLE,1.0,35.0,59.0,0.0,14.0,9.0,14.0,7.6,21.7,1,2021,3.0,5.0,76.0,25.3,43.0,0.0,0.0,0.0,0.0,0.0,0.0,KC,False
Harrison Bryant,TE,CLE,1.0,19.0,32.0,0.0,11.0,5.0,11.0,1.7,8.9,1,2021,1.0,2.0,17.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,KC,False
Tyler Higbee,TE,LAR,1.0,52.0,100.0,0.0,12.0,10.0,12.0,6.8,13.1,1,2021,5.0,6.0,68.0,13.6,37.0,0.0,0.0,0.0,0.0,0.0,0.0,CHI,True
Johnny Mundt,TE,LAR,1.0,15.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHI,True
Gerald Everett,TE,SEA,1.0,39.0,72.0,0.0,5.0,5.0,5.0,8.0,20.5,1,2021,,,,,,,,,,,,IND,False
Will Dissly,TE,SEA,1.0,38.0,70.0,0.0,8.0,8.0,8.0,3.7,9.7,1,2021,3.0,3.0,37.0,12.3,22.0,0.0,0.0,0.0,0.0,0.0,0.0,IND,False
George Kittle,TE,SF,1.0,52.0,95.0,0.0,10.0,8.0,10.0,7.8,15.0,1,2021,4.0,5.0,78.0,19.5,35.0,0.0,0.0,0.0,0.0,0.0,0.0,DET,False
Blake Jarwin,TE,DAL,1.0,48.0,54.0,0.0,6.0,6.0,6.0,2.0,4.2,1,2021,3.0,3.0,20.0,6.7,7.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,False
Dalton Schultz,TE,DAL,1.0,57.0,64.0,0.0,11.0,11.0,11.0,4.5,7.9,1,2021,6.0,6.0,45.0,7.5,16.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,False
Eric Saubert,TE,DEN,1.0,22.0,33.0,0.0,9.0,5.0,9.0,0.7,3.2,1,2021,1.0,2.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,NYG,False
Noah Fant,TE,DEN,1.0,51.0,77.0,0.0,16.0,12.0,16.0,6.2,12.2,1,2021,6.0,8.0,62.0,10.3,25.0,0.0,0.0,0.0,0.0,0.0,0.0,NYG,False
Albert Okwuegbunam,TE,DEN,1.0,37.0,56.0,0.0,8.0,8.0,8.0,5.6,15.1,1,2021,3.0,3.0,16.0,5.3,6.0,0.0,1.0,0.0,0.0,0.0,1.0,NYG,False
Pharaoh Brown,TE,HOU,1.0,59.0,76.0,0.0,8.0,7.0,8.0,6.7,11.4,1,2021,4.0,5.0,67.0,16.8,29.0,0.0,0.0,0.0,0.0,0.0,0.0,JAC,True
Jordan Akins,TE,HOU,1.0,47.0,60.0,0.0,4.0,0.0,4.0,0.0,0.0,1,2021,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JAC,True
Dan Arnold,TE,CAR,1.0,33.0,52.0,0.0,9.0,6.0,9.0,0.6,1.8,1,2021,,,,,,,,,,,,NYJ,True
Ian Thomas,TE,CAR,1.0,35.0,55.0,0.0,6.0,3.0,6.0,1.7,4.9,1,2021,1.0,2.0,17.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,True
Tommy Tremble,TE,CAR,1.0,12.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,True
Mike Gesicki,TE,MIA,1.0,21.0,39.0,0.0,14.0,0.0,14.0,0.0,0.0,1,2021,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NE,False
Durham Smythe,TE,MIA,1.0,38.0,70.0,0.0,5.0,3.0,5.0,0.9,2.4,1,2021,1.0,2.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,NE,False
Hayden Hurst,TE,ATL,1.0,43.0,60.0,0.0,9.0,9.0,9.0,2.8,6.5,1,2021,4.0,4.0,28.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI,True
Kyle Pitts,TE,ATL,1.0,49.0,68.0,0.0,16.0,8.0,16.0,3.1,6.3,1,2021,4.0,8.0,31.0,7.8,18.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI,True
Chris Herndon IV,TE,MIN,1.0,12.0,14.0,0.0,17.0,0.0,17.0,0.0,0.0,1,2021,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CIN,False
Tyler Conklin,TE,MIN,1.0,59.0,71.0,0.0,7.0,7.0,7.0,4.1,6.9,1,2021,4.0,4.0,41.0,10.3,27.0,0.0,0.0,0.0,0.0,0.0,0.0,CIN,False
Andrew DePaola,TE,MIN,1.0,,,,,,,0.0,,1,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CIN,False
Dawson Knox,TE,BUF,1.0,48.0,56.0,0.0,8.0,8.0,8.0,4.1,8.5,1,2021,4.0,4.0,41.0,10.3,13.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,True
Adam Trautman,TE,NO,1.0,51.0,82.0,0.0,12.0,6.0,12.0,1.8,3.5,1,2021,3.0,6.0,18.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,GB,True
Juwan Johnson,TE,NO,1.0,12.0,19.0,0.0,25.0,25.0,25.0,14.1,117.5,1,2021,3.0,3.0,21.0,7.0,12.0,0.0,2.0,0.0,0.0,0.0,0.0,GB,True
Jared Cook,TE,LAC,1.0,42.0,59.0,0.0,12.0,7.0,12.0,2.8,6.7,2,2021,3.0,5.0,28.0,9.3,12.0,0.0,0.0,0.0,0.0,0.0,0.0,DAL,True
Stephen Anderson,TE,LAC,1.0,15.0,21.0,0.0,13.0,13.0,13.0,0.9,6.0,2,2021,2.0,2.0,9.0,4.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,DAL,True
Donald Parham Jr.,TE,LAC,1.0,34.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DAL,True
Rob Gronkowski,TE,TB,1.0,51.0,81.0,0.0,10.0,8.0,10.0,15.9,31.2,2,2021,4.0,5.0,39.0,9.8,20.0,0.0,2.0,0.0,0.0,0.0,0.0,ATL,True
Cameron Brate,TE,TB,1.0,21.0,33.0,0.0,5.0,5.0,5.0,0.8,3.8,2,2021,1.0,1.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,True
O.J. Howard,TE,TB,1.0,11.0,17.0,0.0,9.0,9.0,9.0,2.1,19.1,2,2021,1.0,1.0,21.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,True
Kyle Rudolph,TE,NYG,1.0,49.0,71.0,0.0,4.0,4.0,4.0,2.5,5.1,2,2021,2.0,2.0,25.0,12.5,13.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,False
Kaden Smith,TE,NYG,1.0,32.0,46.0,0.0,6.0,6.0,6.0,2.4,7.5,2,2021,2.0,2.0,24.0,12.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,False
Lee Smith,TE,ATL,1.0,13.0,18.0,0.0,8.0,8.0,8.0,0.9,6.9,2,2021,,,,,,,,,,,,TB,False
Hayden Hurst,TE,ATL,1.0,30.0,42.0,0.0,3.0,3.0,3.0,0.6,2.0,2,2021,1.0,1.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,False
Parker Hesse,TE,ATL,1.0,6.0,8.0,0.0,17.0,0.0,17.0,0.0,0.0,2,2021,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,False
Kyle Pitts,TE,ATL,1.0,57.0,79.0,0.0,11.0,9.0,11.0,7.3,12.8,2,2021,5.0,6.0,73.0,14.6,24.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,False
Derek Carrier,TE,LV,1.0,11.0,17.0,0.0,18.0,18.0,18.0,1.3,11.8,2,2021,2.0,2.0,13.0,6.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,False
Darren Waller,TE,LV,1.0,61.0,92.0,0.0,11.0,8.0,11.0,6.5,10.7,2,2021,5.0,7.0,65.0,13.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,False
Foster Moreau,TE,LV,1.0,38.0,58.0,0.0,8.0,5.0,8.0,9.4,24.7,2,2021,2.0,3.0,34.0,17.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,PIT,False
Travis Kelce,TE,KC,1.0,44.0,86.0,0.0,18.0,16.0,18.0,16.9,38.4,2,2021,7.0,8.0,109.0,15.6,46.0,0.0,1.0,0.0,0.0,0.0,0.0,BAL,False
Blake Bell,TE,KC,1.0,20.0,39.0,0.0,5.0,5.0,5.0,2.0,10.0,2,2021,1.0,1.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,BAL,False
Jody Fortson,TE,KC,1.0,,,,,,,0.0,,2,2021,1.0,1.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,BAL,False
Zach Ertz,TE,PHI,1.0,37.0,64.0,0.0,5.0,3.0,5.0,0.6,1.6,2,2021,,,,,,,,,,,,SF,True
Dallas Goedert,TE,PHI,1.0,38.0,66.0,0.0,5.0,5.0,5.0,2.4,6.3,2,2021,2.0,2.0,24.0,12.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,True
Jack Stoll,TE,PHI,1.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,True
Ryan Griffin,TE,NYJ,1.0,45.0,62.0,0.0,4.0,4.0,4.0,1.0,2.2,2,2021,2.0,2.0,10.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,NE,True
Tyler Kroft,TE,NYJ,1.0,55.0,75.0,0.0,4.0,2.0,4.0,0.8,1.5,2,2021,1.0,2.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,NE,True
Demetrius Harris,TE,ARI,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIN,True
Maxx Williams,TE,ARI,1.0,45.0,74.0,0.0,16.0,16.0,16.0,9.4,20.9,2,2021,7.0,7.0,94.0,13.4,34.0,0.0,0.0,0.0,0.0,0.0,0.0,MIN,True
Darrell Daniels,TE,ARI,1.0,19.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIN,True
Zach Ertz,TE,ARI,1.0,,,,,,,0.6,,2,2021,1.0,2.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,MIN,True
Jack Doyle,TE,IND,1.0,50.0,75.0,0.0,16.0,10.0,16.0,8.4,16.8,2,2021,5.0,8.0,64.0,12.8,34.0,0.0,0.0,0.0,0.0,0.0,0.0,LAR,True
Mo Alie-Cox,TE,IND,1.0,27.0,40.0,0.0,7.0,4.0,7.0,1.8,6.7,2,2021,1.0,2.0,18.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,LAR,True
Logan Thomas,TE,WAS,1.0,71.0,100.0,0.0,10.0,7.0,10.0,4.5,6.3,2,2021,5.0,7.0,45.0,9.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,NYG,True
Ricky Seals-Jones,TE,WAS,1.0,7.0,10.0,0.0,14.0,14.0,14.0,7.9,112.9,2,2021,1.0,1.0,19.0,19.0,19.0,0.0,1.0,0.0,0.0,0.0,0.0,NYG,True
John Bates,TE,WAS,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYG,True
Eric Ebron,TE,PIT,1.0,24.0,43.0,0.0,8.0,0.0,8.0,0.0,0.0,2,2021,,,,,,,,,,,,LV,True
Pat Freiermuth,TE,PIT,1.0,33.0,59.0,0.0,12.0,12.0,12.0,3.6,10.9,2,2021,4.0,4.0,36.0,9.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,True
MyCole Pruitt,TE,TEN,1.0,55.0,63.0,0.0,5.0,5.0,5.0,4.3,7.8,2,2021,3.0,3.0,43.0,14.3,22.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,False
Geoff Swaim,TE,TEN,1.0,64.0,73.0,0.0,3.0,3.0,3.0,1.0,1.6,2,2021,2.0,2.0,10.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,False
Tommy Hudson,TE,TEN,1.0,21.0,24.0,0.0,10.0,5.0,10.0,1.4,6.7,2,2021,1.0,2.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,False
Chris Manhertz,TE,JAC,1.0,27.0,48.0,0.0,4.0,0.0,4.0,0.0,0.0,2,2021,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEN,True
James O'Shaughnessy,TE,JAC,1.0,3.0,5.0,0.0,33.0,33.0,33.0,2.4,80.0,2,2021,1.0,1.0,24.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,DEN,True
Luke Farrell,TE,JAC,1.0,36.0,64.0,0.0,6.0,3.0,6.0,0.6,1.7,2,2021,1.0,2.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,DEN,True
Dan Arnold,TE,JAC,1.0,,,,,,,5.5,,2,2021,3.0,4.0,55.0,18.3,19.0,0.0,0.0,0.0,0.0,0.0,0.0,DEN,True
C.J. Uzomah,TE,CIN,1.0,40.0,73.0,0.0,5.0,5.0,5.0,0.4,1.0,2,2021,2.0,2.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,CHI,False
Hunter Henry,TE,NE,1.0,48.0,81.0,0.0,8.0,4.0,8.0,4.2,8.8,2,2021,2.0,4.0,42.0,21.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,False
Jonnu Smith,TE,NE,1.0,29.0,49.0,0.0,17.0,14.0,17.0,2.8,9.7,2,2021,4.0,5.0,28.0,7.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,False
Austin Hooper,TE,CLE,1.0,42.0,69.0,0.0,12.0,12.0,12.0,4.0,9.5,2,2021,5.0,5.0,40.0,8.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,HOU,True
David Njoku,TE,CLE,1.0,36.0,59.0,0.0,8.0,6.0,8.0,1.8,5.0,2,2021,2.0,3.0,18.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,HOU,True
Harrison Bryant,TE,CLE,1.0,31.0,51.0,0.0,13.0,13.0,13.0,4.9,15.8,2,2021,4.0,4.0,49.0,12.3,29.0,0.0,0.0,0.0,0.0,0.0,0.0,HOU,True
Tyler Higbee,TE,LAR,1.0,59.0,100.0,0.0,2.0,2.0,2.0,0.8,1.4,2,2021,1.0,1.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,IND,False
Matthew Orzech,TE,LAR,1.0,,,,,,,0.0,,2,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IND,False
Adam Shaheen,TE,MIA,1.0,20.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUF,True
Cethan Carter,TE,MIA,1.0,16.0,22.0,0.0,6.0,6.0,6.0,0.8,5.0,2,2021,1.0,1.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,BUF,True
Mike Gesicki,TE,MIA,1.0,47.0,64.0,0.0,13.0,6.0,13.0,4.1,8.7,2,2021,3.0,6.0,41.0,13.7,18.0,0.0,0.0,0.0,0.0,0.0,0.0,BUF,True
Durham Smythe,TE,MIA,1.0,22.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUF,True
Gerald Everett,TE,SEA,1.0,43.0,80.0,0.0,5.0,2.0,5.0,0.3,0.7,2,2021,,,,,,,,,,,,TEN,True
George Kittle,TE,SF,1.0,70.0,100.0,0.0,6.0,6.0,6.0,1.7,2.4,2,2021,4.0,4.0,17.0,4.3,8.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI,False
Robert Tonyan,TE,GB,1.0,28.0,43.0,0.0,11.0,11.0,11.0,11.2,40.0,2,2021,3.0,3.0,52.0,17.3,22.0,0.0,1.0,0.0,0.0,0.0,0.0,DET,True
Blake Jarwin,TE,DAL,1.0,29.0,47.0,0.0,14.0,10.0,14.0,3.7,12.8,2,2021,3.0,4.0,37.0,12.3,20.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,False
Dalton Schultz,TE,DAL,1.0,45.0,73.0,0.0,4.0,4.0,4.0,1.8,4.0,2,2021,2.0,2.0,18.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,False
Eric Saubert,TE,DEN,1.0,24.0,35.0,0.0,4.0,4.0,4.0,0.7,2.9,2,2021,1.0,1.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,JAC,False
Noah Fant,TE,DEN,1.0,53.0,77.0,0.0,11.0,8.0,11.0,9.3,17.5,2,2021,4.0,6.0,33.0,8.3,14.0,0.0,1.0,0.0,0.0,0.0,0.0,JAC,False
Albert Okwuegbunam,TE,DEN,1.0,37.0,54.0,0.0,11.0,11.0,11.0,2.4,6.5,2,2021,4.0,4.0,24.0,6.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,JAC,False
Pharaoh Brown,TE,HOU,1.0,38.0,62.0,0.0,3.0,0.0,3.0,0.0,0.0,2,2021,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CLE,False
