player,position,team,games,snaps,snaps_per_game,snaps_percent,rush_percent,tgt_percent,touch_percent,util_percent,fantasy_points,points_per_100_snaps,week
Cameron Brate,TE,TB,1,35,35,45,0,17,6,17,2.7,7.7,11
Ameer Abdullah,RB,CAR,1,8,8,16,13,0,13,13,0.6,7.5,11
Tevin Coleman,RB,NYJ,1,20,20,33,25,5,30,30,1.8,9.0,11
Taylor Heinicke,QB,WAS,1,67,67,100,9,0,42,42,23.1,34.5,11
Duke Johnson Jr.,RB,MIA,1,6,6,8,67,0,67,67,1.8,30.0,11
Mike Davis,RB,ATL,1,26,26,48,12,15,23,27,2.1,8.1,11
David Johnson,RB,HOU,1,35,35,55,37,11,46,49,3.4,9.7,11
Nick Boyle,TE,BAL,1,32,32,40,0,3,0,3,0.0,0.0,11
Blake Bell,TE,KC,1,23,23,34,0,4,4,4,0.8,3.5,11
Nelson Agholor,WR,NE,1,49,49,77,0,10,10,10,10.0,20.4,11
Tyler Lockett,WR,SEA,1,45,45,92,0,11,9,11,11.5,25.6,11
Breshad Perriman,WR,TB,1,18,18,23,6,22,17,28,1.6,8.9,11
Jamison Crowder,WR,NYJ,1,41,41,68,0,17,15,17,10.4,25.4,11
Stefon Diggs,WR,BUF,1,43,43,77,0,14,9,14,14.3,33.3,11
C.J. Uzomah,TE,CIN,1,54,54,73,0,6,4,6,0.9,1.7,11
DeAndre Carter,WR,WAS,1,50,50,75,2,6,6,8,7.9,15.8,11
Darren Waller,TE,LV,1,44,44,94,0,18,16,18,11.6,26.4,11
Trevor Siemian,QB,NO,1,65,65,100,3,0,65,65,26.2,40.3,11
Chris Conley,WR,HOU,1,31,31,48,0,16,13,16,3.7,11.9,11
Damiere Byrd,WR,CHI,1,37,37,63,0,5,3,5,0.3,0.8,11
Eric Tomlinson,TE,BAL,1,12,12,15,0,0,0,0,0.0,0.0,11
Adam Humphries,WR,WAS,1,30,30,45,0,7,7,7,3.0,10.0,11
Laquon Treadwell,WR,JAC,1,33,33,72,0,9,3,9,1.1,3.3,11
Ezekiel Elliott,RB,DAL,1,46,46,69,20,13,33,33,6.8,14.8,11
Carson Wentz,QB,IND,1,62,62,90,3,0,35,35,10.0,16.1,11
Alex Collins,RB,SEA,1,18,18,37,56,0,56,56,3.6,20.0,11
Tyler Boyd,WR,CIN,1,52,52,70,2,15,13,17,6.3,12.1,11
Devontae Booker,RB,NYG,1,21,21,36,14,5,19,19,2.0,9.5,11
Pharoh Cooper,WR,NYG,1,13,13,22,0,0,0,0,0.0,0.0,11
Hunter Henry,TE,NE,1,32,32,50,0,9,6,9,2.5,7.8,11
Austin Hooper,TE,CLE,1,48,48,65,0,15,8,15,5.3,11.0,11
Jordan Howard,RB,PHI,1,13,13,17,77,0,77,77,6.3,48.5,11
Rashard Higgins,WR,CLE,1,53,53,72,0,9,2,9,1.7,3.2,11
Tajae Sharpe,WR,ATL,1,37,37,69,0,11,5,11,2.1,5.7,11
Dak Prescott,QB,DAL,1,67,67,100,0,0,64,64,4.6,6.9,11
Kenyan Drake,RB,LV,1,15,15,32,33,13,40,47,2.9,19.3,11
Nick Vannett,TE,NO,1,18,18,28,0,6,6,6,2.0,11.1,11
Chris Moore,WR,HOU,1,16,16,25,0,6,6,6,1.0,6.3,11
Demarcus Robinson,WR,KC,1,28,28,41,0,0,0,0,0.0,0.0,11
Jakeem Grant Sr.,WR,CHI,1,8,8,14,13,13,25,25,1.7,21.3,11
Robby Anderson,WR,CAR,1,47,47,92,0,13,11,13,3.0,6.4,11
Alex Erickson,WR,CAR,1,2,2,4,0,0,0,0,0.0,0.0,11
Tyreek Hill,WR,KC,1,55,55,81,2,20,18,22,11.0,20.0,11
Marcus Johnson,WR,TEN,1,14,14,17,0,7,0,7,0.0,0.0,11
Dwayne Washington,RB,NO,1,4,4,6,25,25,50,50,0.9,22.5,11
Mike Thomas,WR,CIN,1,8,8,11,0,13,13,13,1.2,15.0,11
Peyton Barber,RB,LV,1,1,1,2,100,0,100,100,0.3,30.0,11
Chester Rogers,WR,TEN,1,56,56,69,0,11,7,11,2.1,3.8,11
Kalif Raymond,WR,DET,1,34,34,71,0,3,0,3,0.0,0.0,11
C.J. Ham,RB,MIN,1,23,23,33,4,0,4,4,0.0,0.0,11
J.D. McKissic,RB,WAS,1,31,31,46,23,6,26,29,5.0,16.1,11
Garrett Griffin,TE,NO,1,10,10,15,0,0,0,0,0.0,0.0,11
Dalvin Cook,RB,MIN,1,53,53,76,42,8,47,49,19.5,36.8,11
Mike Williams,WR,LAC,1,60,60,79,0,10,8,10,15.7,26.2,11
Leonard Fournette,RB,TB,1,46,46,59,22,13,35,35,7.4,16.1,11
O.J. Howard,TE,TB,1,20,20,26,0,5,5,5,1.0,5.0,11
Mitchell Trubisky,QB,BUF,1,6,6,11,0,0,83,83,-0.2,-3.3,11
Corey Davis,WR,NYJ,1,56,56,93,0,13,5,13,3.5,6.3,11
John Ross,WR,NYG,1,11,11,19,9,0,9,9,1.6,14.5,11
Christian McCaffrey,RB,CAR,1,46,46,90,22,17,37,39,17.9,38.9,11
David Njoku,TE,CLE,1,47,47,64,2,9,6,11,2.1,4.5,11
Chris Godwin,WR,TB,1,62,62,79,2,10,11,11,13.2,21.3,11
D'Onta Foreman,RB,TEN,1,15,15,19,47,7,53,53,4.0,26.7,11
Evan Engram,TE,NYG,1,52,52,90,0,10,4,10,1.2,2.3,11
Patrick Mahomes II,QB,KC,1,68,68,100,10,0,65,65,8.5,12.5,11
Joe Mixon,RB,CIN,1,53,53,72,57,0,57,57,24.3,45.8,11
Wayne Gallman Jr.,RB,ATL,1,2,2,4,50,0,50,50,-0.3,-15.0,11
Samaje Perine,RB,CIN,1,11,11,15,18,27,45,45,2.1,19.1,11
Jamaal Williams,RB,DET,1,13,13,27,54,0,54,54,1.1,8.5,11
Zay Jones,WR,LV,1,34,34,72,0,6,3,6,2.0,5.9,11
Dede Westbrook,WR,MIN,1,11,11,16,0,18,9,18,0.7,6.4,11
Josh Reynolds,WR,DET,1,43,43,90,0,7,0,7,0.0,0.0,11
Noah Brown,WR,DAL,1,43,43,64,0,5,0,5,0.0,0.0,11
James Conner,RB,ARI,1,68,68,82,31,9,38,40,15.9,23.4,11
Adam Shaheen,TE,MIA,1,46,46,64,0,2,2,2,1.9,4.1,11
Gerald Everett,TE,SEA,1,42,42,86,0,10,7,10,3.7,8.8,11
Jonnu Smith,TE,NE,1,33,33,52,0,6,3,6,1.7,5.2,11
Austin Ekeler,RB,LAC,1,53,53,70,21,13,32,34,35.5,67.0,11
Kenny Golladay,WR,NYG,1,44,44,76,0,5,2,5,1.2,2.7,11
Mack Hollins,WR,MIA,1,22,22,31,0,14,9,14,13.2,60.0,11
George Kittle,TE,SF,1,57,57,83,0,7,7,7,9.4,16.5,11
Mo Alie-Cox,TE,IND,1,28,28,41,0,4,0,4,0.0,0.0,11
Darrell Daniels,TE,ARI,1,29,29,35,0,3,0,3,0.0,0.0,11
Isaiah McKenzie,WR,BUF,1,9,9,16,0,0,0,0,-2.0,-22.2,11
Jamal Agnew,WR,JAC,1,10,10,22,10,30,40,40,2.0,20.0,11
Alex Armah Jr.,RB,NO,1,3,3,5,0,0,0,0,0.0,0.0,11
Anthony Firkser,TE,TEN,1,41,41,51,0,17,12,17,2.6,6.3,11
Keelan Cole Sr.,WR,NYJ,1,13,13,22,0,8,0,8,0.0,0.0,11
Pharaoh Brown,TE,HOU,1,54,54,84,0,7,4,7,1.0,1.9,11
Zach Pascal,WR,IND,1,54,54,78,2,2,2,4,0.9,1.7,11
Matt Breida,RB,BUF,1,18,18,32,28,11,33,39,6.7,37.2,11
Kendrick Bourne,WR,NE,1,29,29,45,3,14,17,17,4.9,16.9,11
Dan Arnold,TE,JAC,1,30,30,65,0,0,0,0,0.0,0.0,11
Patrick Ricard,RB,BAL,1,48,48,59,2,2,2,4,0.2,0.4,11
Brandon Zylstra,WR,CAR,1,24,24,47,0,8,4,8,0.7,2.9,11
Josh Rosen,QB,ATL,1,3,3,6,0,0,100,100,-0.8,-26.7,11
Baker Mayfield,QB,CLE,1,74,74,100,5,0,45,45,9.9,13.4,11
Saquon Barkley,RB,NYG,1,36,36,62,17,17,33,33,5.6,15.6,11
Ronald Jones II,RB,TB,1,15,15,19,53,0,53,53,9.3,62.0,11
Nick Chubb,RB,CLE,1,42,42,57,52,5,57,57,20.4,48.6,11
Kalen Ballage,RB,PIT,1,9,9,13,11,11,11,22,0.3,3.3,11
Myles Gaskin,RB,MIA,1,53,53,74,43,8,49,51,15.6,29.4,11
James Washington,WR,PIT,1,46,46,67,0,7,4,7,1.2,2.6,11
Michael Gallup,WR,DAL,1,63,63,94,0,16,8,16,4.4,7.0,11
Tre'Quan Smith,WR,NO,1,62,62,95,0,13,8,13,6.4,10.3,11
Cedrick Wilson Jr.,WR,DAL,1,42,42,63,0,17,10,17,3.6,8.6,11
DJ Moore,WR,CAR,1,48,48,94,0,15,10,15,11.0,22.9,11
Christian Kirk,WR,ARI,1,61,61,73,0,8,3,8,2.5,4.1,11
Mark Andrews,TE,BAL,1,58,58,72,0,17,14,17,7.3,12.6,11
Dallas Goedert,TE,PHI,1,75,75,96,0,11,7,11,6.2,8.3,11
Mike Gesicki,TE,MIA,1,51,51,71,0,12,10,12,5.0,9.8,11
Braxton Berrios,WR,NYJ,1,10,10,17,0,10,0,10,0.0,0.0,11
Nyheim Hines,RB,IND,1,13,13,19,31,0,31,31,3.1,23.8,11
Josh Allen,QB,BUF,1,50,50,89,4,0,74,74,18.2,36.4,11
Justin Jackson,RB,LAC,1,5,5,7,20,20,20,40,0.2,4.0,11
Equanimeous St. Brown,WR,GB,1,21,21,36,5,10,14,14,5.4,25.7,11
Rashaad Penny,RB,SEA,1,8,8,16,25,0,25,25,1.9,23.8,11
Dalton Schultz,TE,DAL,1,66,66,99,0,12,9,12,5.3,8.0,11
Godwin Igwebuike,RB,DET,1,1,1,2,0,100,100,100,-0.4,-40.0,11
Ian Thomas,TE,CAR,1,32,32,63,0,3,3,3,0.7,2.2,11
Phillip Lindsay,RB,HOU,1,2,2,3,50,0,50,50,-0.3,-15.0,11
Durham Smythe,TE,MIA,1,51,51,71,0,10,8,10,3.7,7.3,11
Darrel Williams,RB,KC,1,36,36,53,14,8,17,22,2.6,7.2,11
Daurice Fountain,WR,KC,1,2,2,3,0,0,0,0,0.0,0.0,11
Marquez Valdes-Scantling,WR,GB,1,48,48,81,0,21,8,21,18.3,38.1,11
Ray-Ray McCloud,WR,PIT,1,15,15,22,7,13,20,20,1.7,11.3,11
Nick Bawden,RB,NYJ,1,8,8,13,0,13,13,13,2.0,25.0,11
Tyler Conklin,TE,MIN,1,56,56,80,0,5,5,5,3.5,6.3,11
Russell Gage,WR,ATL,1,40,40,74,0,20,13,20,4.9,12.3,11
Boston Scott,RB,PHI,1,29,29,37,21,7,28,28,1.8,6.2,11
Byron Pringle,WR,KC,1,40,40,59,0,5,3,5,3.7,9.3,11
Tim Boyle,QB,DET,1,48,48,100,0,0,48,48,1.1,2.3,11
Trent Sherfield,WR,SF,1,11,11,16,0,0,0,0,0.0,0.0,11
Cam Sims,WR,WAS,1,11,11,16,0,18,18,18,7.9,71.8,11
Jeff Wilson Jr.,RB,SF,1,40,40,58,48,5,50,53,5.8,14.5,11
Dontrell Hilliard,RB,TEN,1,51,51,63,14,20,29,33,8.2,16.1,11
Will Dissly,TE,SEA,1,25,25,51,0,12,4,12,1.6,6.4,11
Malik Turner,WR,DAL,1,8,8,12,0,25,13,25,1.1,13.8,11
A.J. Brown,WR,TEN,1,42,42,52,0,21,12,21,4.8,11.4,11
D.K. Metcalf,WR,SEA,1,45,45,92,0,18,9,18,3.1,6.9,11
N'Keal Harry,WR,NE,1,26,26,41,0,8,8,8,1.4,5.4,11
Damien Harris,RB,NE,1,25,25,39,40,4,44,44,6.5,26.0,11
Daniel Jones,QB,NYG,1,58,58,100,5,0,71,71,9.7,16.7,11
J.J. Arcega-Whiteside,WR,PHI,1,12,12,15,0,8,8,8,2.3,19.2,11
David Montgomery,RB,CHI,1,56,56,95,25,2,27,27,6.7,12.0,11
Deebo Samuel,WR,SF,1,55,55,80,15,4,16,18,15.4,28.0,11
Josh Jacobs,RB,LV,1,31,31,66,29,23,45,52,6.1,19.7,11
Devin Singletary,RB,BUF,1,21,21,38,14,19,29,33,4.3,20.5,11
Miles Sanders,RB,PHI,1,36,36,46,44,3,44,47,7.4,20.6,11
Collin Johnson,WR,NYG,1,7,7,12,0,14,0,14,0.0,0.0,11
T.J. Hockenson,TE,DET,1,42,42,88,0,19,14,19,5.1,12.1,11
Tommy Sweeney,TE,BUF,1,13,13,23,0,8,0,8,0.0,0.0,11
Patrick Laird,RB,MIA,1,11,11,15,9,9,18,18,0.9,8.2,11
Hunter Renfrow,WR,LV,1,34,34,72,3,12,15,15,3.5,10.3,11
Foster Moreau,TE,LV,1,17,17,36,0,12,6,12,7.9,46.5,11
Ty Johnson,RB,NYJ,1,20,20,33,5,5,10,10,1.3,6.5,11
Terry McLaurin,WR,WAS,1,62,62,93,0,11,8,11,16.3,26.3,11
Qadree Ollison,RB,ATL,1,26,26,48,35,12,42,46,3.4,13.1,11
Drew Sample,TE,CIN,1,37,37,50,0,5,3,5,0.3,0.8,11
Mecole Hardman,WR,KC,1,12,12,18,0,25,17,25,2.5,20.8,11
Lil'Jordan Humphrey,WR,NO,1,16,16,25,0,6,6,6,6.4,40.0,11
Tyree Jackson,TE,PHI,1,14,14,18,0,7,0,7,0.0,0.0,11
Jakobi Meyers,WR,NE,1,56,56,88,0,11,7,11,3.9,7.0,11
Antoine Wesley,WR,ARI,1,63,63,76,0,6,6,6,4.4,7.0,11
Benny Snell Jr.,RB,PIT,1,8,8,12,25,0,25,25,0.7,8.8,11
Preston Williams,WR,MIA,1,25,25,35,0,4,0,4,0.0,0.0,11
Diontae Johnson,WR,PIT,1,63,63,91,0,21,11,21,16.1,25.6,11
Travis Homer,RB,SEA,1,5,5,10,20,0,20,20,0.4,8.0,11
Alexander Mattison,RB,MIN,1,12,12,17,25,8,25,33,0.5,4.2,11
Stanley Morgan Jr.,WR,CIN,1,12,12,16,0,8,8,8,0.3,2.5,11
Chase Claypool,WR,PIT,1,63,63,91,3,14,11,17,9.4,14.9,11
Dawson Knox,TE,BUF,1,55,55,98,0,18,11,18,8.0,14.5,11
Tyler Johnson,WR,TB,1,57,57,73,0,5,2,5,0.8,1.4,11
Bryan Edwards,WR,LV,1,39,39,83,3,0,3,3,0.0,0.0,11
Justin Herbert,QB,LAC,1,76,76,100,12,0,66,66,35.3,46.4,11
Ashton Dulin,WR,IND,1,20,20,29,0,0,0,0,0.0,0.0,11
Jakob Johnson,RB,NE,1,26,26,41,0,0,0,0,0.0,0.0,11
Tony Pollard,RB,DAL,1,22,22,33,32,9,41,41,7.0,31.8,11
Darius Slayton,WR,NYG,1,34,34,59,0,21,12,21,1.7,5.0,11
Penny Hart,WR,SEA,1,4,4,8,0,25,0,25,0.0,0.0,11
Donald Parham Jr.,TE,LAC,1,32,32,42,0,16,13,16,3.8,11.9,11
Olamide Zaccheaus,WR,ATL,1,25,25,46,0,20,12,20,2.3,9.2,11
Deonte Harty,WR,NO,1,27,27,42,0,19,7,19,1.1,4.1,11
Jalen Guyton,WR,LAC,1,41,41,54,2,5,5,7,2.0,4.9,11
Parker Hesse,TE,ATL,1,11,11,20,0,9,9,9,0.5,4.5,11
Chris Myarick,TE,NYG,1,14,14,24,0,7,0,7,0.0,0.0,11
D'Ernest Johnson,RB,CLE,1,26,26,35,19,0,19,19,2.6,10.0,11
Joe Burrow,QB,CIN,1,74,74,100,4,0,43,43,9.0,12.2,11
Tua Tagovailoa,QB,MIA,1,72,72,100,4,0,50,50,18.5,25.7,11
CeeDee Lamb,WR,DAL,1,36,36,54,0,11,8,11,1.4,3.9,11
D'Andre Swift,RB,DET,1,35,35,73,40,11,49,51,19.6,56.0,11
Tee Higgins,WR,CIN,1,59,59,80,0,5,3,5,1.5,2.5,11
Jonathan Taylor,RB,IND,1,57,57,83,56,5,61,61,50.4,88.4,11
Jalen Reagor,WR,PHI,1,55,55,71,0,5,2,5,-0.1,-0.2,11
Laviska Shenault Jr.,WR,JAC,1,29,29,63,0,17,17,17,3.0,10.3,11
DeVonta Smith,WR,PHI,1,72,72,92,0,8,6,8,6.1,8.5,11
Cole Kmet,TE,CHI,1,53,53,90,0,4,2,4,1.2,2.3,11
Justin Jefferson,WR,MIN,1,63,63,90,2,16,14,17,29.2,46.3,11
Jordan Love,QB,GB,1,1,1,2,100,0,100,100,-0.1,-10.0,11
Brandon Aiyuk,WR,SF,1,64,64,93,0,11,11,11,14.5,22.7,11
Zack Moss,RB,BUF,1,16,16,29,19,6,19,25,0.5,3.1,11
Devin Duvernay,WR,BAL,1,44,44,54,0,14,9,14,3.7,8.4,11
Jalen Hurts,QB,PHI,1,78,78,100,23,0,54,54,30.8,39.5,11
Michael Pittman Jr.,WR,IND,1,52,52,75,0,10,4,10,2.3,4.4,11
Tyler Huntley,QB,BAL,1,81,81,100,9,0,53,53,11.8,14.6,11
Najee Harris,RB,PIT,1,52,52,75,23,12,33,35,11.9,22.9,11
Clyde Edwards-Helaire,RB,KC,1,32,32,47,38,6,44,44,13.6,42.5,11
Ke'Shawn Vaughn,RB,TB,1,9,9,12,33,0,33,33,0.4,4.4,11
AJ Dillon,RB,GB,1,44,44,75,25,14,39,39,9.7,22.0,11
Eno Benjamin,RB,ARI,1,18,18,22,33,6,39,39,2.0,11.1,11
Colby Parkinson,TE,SEA,1,4,4,8,0,25,25,25,0.6,15.0,11
Harrison Bryant,TE,CLE,1,31,31,42,0,0,0,0,0.0,0.0,11
Gabriel Davis,WR,BUF,1,19,19,34,0,21,11,21,2.7,14.2,11
Adam Trautman,TE,NO,1,44,44,68,0,18,11,18,11.8,26.8,11
Trey Sermon,RB,SF,1,24,24,35,42,4,46,46,5.5,22.9,11
Josiah Deguara,TE,GB,1,27,27,46,0,7,7,7,9.7,35.9,11
Tony Jones Jr.,RB,NO,1,10,10,15,30,0,30,30,0.2,2.0,11
Marquez Callaway,WR,NO,1,50,50,77,0,8,2,8,8.6,17.2,11
DeeJay Dallas,RB,SEA,1,18,18,37,22,11,28,33,8.7,48.3,11
Larry Rountree III,RB,LAC,1,19,19,25,11,0,11,11,0.5,2.6,11
Noah Gray,TE,KC,1,18,18,26,0,6,6,6,0.8,4.4,11
Patrick Taylor Jr.,RB,GB,1,15,15,25,27,0,27,27,1.1,7.3,11
Jauan Jennings,WR,SF,1,33,33,48,0,3,3,3,0.4,1.2,11
Antonio Gibson,RB,WAS,1,33,33,49,58,0,58,58,7.5,22.7,11
James Robinson,RB,JAC,1,29,29,63,41,10,48,52,9.8,33.8,11
K.J. Osborn,WR,MIN,1,36,36,51,0,11,3,11,1.9,5.3,11
Quez Watkins,WR,PHI,1,64,64,82,0,2,0,2,0.0,0.0,11
Sean McKeon,TE,DAL,1,9,9,13,0,11,11,11,0.2,2.2,11
Freddie Swain,WR,SEA,1,20,20,41,0,5,0,5,0.0,0.0,11
Ja'Marcus Bradley,WR,CLE,1,55,55,74,0,4,4,4,4.6,8.4,11
Dezmon Patmon,WR,IND,1,9,9,13,0,11,0,11,0.0,0.0,11
Nick Westbrook-Ikhine,WR,TEN,1,54,54,67,0,15,13,15,10.7,19.8,11
Trevor Lawrence,QB,JAC,1,46,46,100,7,0,61,61,8.6,18.7,11
Justin Fields,QB,CHI,1,30,30,51,13,0,50,50,3.5,11.7,11
Ja'Marr Chase,WR,CIN,1,68,68,92,3,9,7,12,10.0,14.7,11
Jaylen Waddle,WR,MIA,1,55,55,76,2,16,16,18,12.6,22.9,11
Rashod Bateman,WR,BAL,1,57,57,70,0,11,5,11,2.9,5.1,11
Rondale Moore,WR,ARI,1,32,32,39,0,34,34,34,5.1,15.9,11
Amon-Ra St. Brown,WR,DET,1,41,41,85,0,10,10,10,1.8,4.4,11
Sam Ehlinger,QB,IND,1,7,7,10,14,0,14,14,0.9,12.9,11
Darnell Mooney,WR,CHI,1,54,54,92,0,30,9,30,18.1,33.5,11
Reggie Gilliam,RB,BUF,1,7,7,13,0,14,14,14,0.7,10.0,11
Tommy Hudson,TE,TEN,1,5,5,6,0,20,0,20,0.0,0.0,11
Feleipe Franks,QB,ATL,1,1,1,2,0,0,100,100,-1.0,-100.0,11
Trey Lance,QB,SF,1,5,5,7,60,0,60,60,0.4,8.0,11
Deon Jackson,RB,IND,1,7,7,10,86,0,86,86,1.2,17.1,11
Demetric Felton,RB,CLE,1,12,12,16,25,0,25,25,0.2,1.7,11
Dez Fitzpatrick,WR,TEN,1,64,64,79,0,9,5,9,9.5,14.8,11
Elijah Moore,WR,NYJ,1,48,48,80,2,23,19,25,21.6,45.0,11
Kadarius Toney,WR,NYG,1,35,35,60,0,34,23,37,4.0,11.4,11
Nico Collins,WR,HOU,1,38,38,59,0,5,3,5,0.9,2.4,11
Amari Rodgers,WR,GB,1,1,1,2,0,0,0,0,0.0,0.0,11
Jaret Patterson,RB,WAS,1,13,13,19,54,0,54,54,2.3,17.7,11
Mac Jones,QB,NE,1,64,64,100,9,0,50,50,11.4,17.8,11
Brevin Jordan,TE,HOU,1,18,18,28,0,17,6,17,0.7,3.9,11
Pat Freiermuth,TE,PIT,1,39,39,57,0,18,10,18,7.1,18.2,11
Kyle Pitts,TE,ATL,1,44,44,81,0,11,7,11,2.9,6.6,11
Dominique Dafney,TE,GB,1,16,16,27,0,6,6,6,0.8,5.0,11
Rhamondre Stevenson,RB,NE,1,22,22,34,55,5,59,59,7.5,34.1,11
Michael Carter,RB,NYJ,1,20,20,33,45,5,50,50,6.5,32.5,11
Khalil Herbert,RB,CHI,1,7,7,12,14,0,14,14,0.0,0.0,11
Tommy Tremble,TE,CAR,1,24,24,47,0,8,8,8,3.5,14.6,11
Jaelon Darden,WR,TB,1,8,8,10,0,13,13,13,0.3,3.8,11
Chris Evans,RB,CIN,1,10,10,14,0,10,10,10,0.7,7.0,11
Dax Milne,WR,WAS,1,12,12,18,0,8,8,8,0.5,4.2,11
Tre' McKitty,TE,LAC,1,18,18,24,0,6,6,6,0.7,3.9,11
John Bates,TE,WAS,1,66,66,99,0,5,5,5,2.3,3.5,11
Kylen Granson,TE,IND,1,24,24,35,0,8,4,8,0.8,3.3,11
Joshua Palmer,WR,LAC,1,23,23,30,4,4,9,9,2.3,10.0,11
Jack Stoll,TE,PHI,1,17,17,22,0,0,0,0,0.0,0.0,11
Terrace Marshall Jr.,WR,CAR,1,14,14,27,0,7,0,7,0.0,0.0,11
Gary Brightwell,RB,NYG,1,1,1,2,0,0,0,0,0.0,0.0,11
Tory Carter,RB,TEN,1,9,9,11,0,0,0,0,0.0,0.0,11
Brock Wright,TE,DET,1,13,13,27,0,8,8,8,1.2,9.2,11
