player,position,team,games,snaps,snaps_per_game,snaps_percent,rush_percent,tgt_percent,touch_percent,util_percent,fantasy_points,points_per_100_snaps,week
Lee Smith,TE,OAK,1,19,19,29,0,16,5,16,2.1,11.1,8
Tyrod Taylor,QB,BUF,1,69,69,100,9,0,48,48,16.7,24.2,8
Virgil Green,TE,DEN,1,31,31,42,0,6,3,6,1.6,5.2,8
Nick Foles,QB,PHI,1,9,9,13,22,0,22,22,-0.2,-2.2,8
Kirk Cousins,QB,WAS,1,59,59,100,2,0,68,68,10.5,17.8,8
Russell Wilson,QB,SEA,1,69,69,100,6,0,65,65,35.1,50.9,8
Lamar Miller,RB,HOU,1,62,62,87,34,5,39,39,19.3,31.1,8
Alshon Jeffery,WR,PHI,1,49,49,70,0,16,4,16,14.2,29.0,8
Mohamed Sanu Sr.,WR,ATL,1,60,60,91,0,12,10,12,13.4,22.3,8
T.Y. Hilton,WR,IND,1,68,68,92,0,10,3,10,1.5,2.2,8
Travis Benjamin,WR,LAC,1,35,35,63,6,26,20,31,13.8,39.4,8
Marvin Jones Jr.,WR,DET,1,68,68,96,0,16,9,16,12.8,18.8,8
Alfred Morris,RB,DAL,1,6,6,9,50,0,50,50,0.3,5.0,8
Case Keenum,QB,MIN,1,85,85,100,0,0,51,51,17.5,20.6,8
Cole Beasley,WR,DAL,1,27,27,40,0,11,7,11,0.8,3.0,8
Chris Hogan,WR,NE,1,75,75,87,0,9,7,9,6.0,8.0,8
Garrett Celek,TE,SF,1,26,26,39,0,8,4,8,2.4,9.2,8
Jermaine Kearse,WR,NYJ,1,53,53,87,0,9,4,9,1.4,2.6,8
Josh Bellamy,WR,CHI,1,2,2,3,0,0,0,0,0.0,0.0,8
Travis Kelce,TE,KC,1,58,58,94,0,17,12,17,19.3,33.3,8
Marquise Goodwin,WR,SF,1,43,43,65,0,7,0,7,0.0,0.0,8
Russell Shepard,WR,CAR,1,30,30,46,0,3,3,3,1.4,4.7,8
DeAndre Hopkins,WR,HOU,1,71,71,100,0,15,11,15,28.4,40.0,8
Kenny Stills,WR,MIA,1,64,64,97,0,16,8,16,6.5,10.2,8
Cordarrelle Patterson,RB,OAK,1,57,57,88,0,7,5,7,0.7,1.2,8
Keenan Allen,WR,LAC,1,52,52,93,0,10,8,10,6.1,11.7,8
Giovani Bernard,RB,CIN,1,14,14,25,14,14,14,29,0.5,3.6,8
Le'Veon Bell,RB,PIT,1,60,60,94,42,5,45,47,12.1,20.2,8
Theo Riddick,RB,DET,1,30,30,42,13,7,20,20,4.5,15.0,8
Chris Thompson,RB,WAS,1,47,47,80,9,19,26,28,7.4,15.7,8
Rex Burkhead,RB,NE,1,27,27,31,15,26,41,41,8.3,30.7,8
Kenjon Barner,RB,PHI,1,4,4,6,0,50,50,50,1.1,27.5,8
Zach Ertz,TE,PHI,1,64,64,91,0,9,6,9,9.4,14.7,8
Jordan Reed,TE,WAS,1,21,21,36,0,5,5,5,0.5,2.4,8
Levine Toilolo,TE,ATL,1,31,31,47,0,10,6,10,2.0,6.5,8
Kyle Juszczyk,RB,SF,1,20,20,30,5,0,5,5,1.2,6.0,8
Luke Willson,TE,SEA,1,19,19,28,0,5,0,5,0.0,0.0,8
Latavius Murray,RB,MIN,1,31,31,36,61,3,65,65,4.7,15.2,8
Ryan Griffin,TE,HOU,1,65,65,92,0,3,2,3,1.0,1.5,8
Demetrius Harris,TE,KC,1,41,41,66,0,5,0,5,0.0,0.0,8
Zach Line,RB,NO,1,8,8,13,0,0,0,0,0.0,0.0,8
James Develin,RB,NE,1,29,29,34,0,3,0,3,0.0,0.0,8
Jack Doyle,TE,IND,1,71,71,96,0,20,17,20,18.1,25.5,8
Patrick DiMarco,RB,BUF,1,28,28,41,0,0,0,0,0.0,0.0,8
Derek Carr,QB,OAK,1,65,65,100,0,0,75,75,12.5,19.2,8
Logan Thomas,TE,BUF,1,21,21,30,0,5,5,5,0.7,3.3,8
Carlos Hyde,RB,SF,1,45,45,68,27,20,36,47,4.7,10.4,8
Devonta Freeman,RB,ATL,1,40,40,61,30,8,33,38,6.1,15.3,8
Mike Evans,WR,TB,1,62,62,93,0,16,8,16,6.0,9.7,8
Brandin Cooks,WR,NE,1,82,82,95,0,10,6,10,2.6,3.2,8
Jordan Matthews,WR,BUF,1,48,48,70,0,8,6,8,2.1,4.4,8
Donte Moncrief,WR,IND,1,56,56,76,0,2,0,2,0.0,0.0,8
Jarvis Landry,WR,MIA,1,59,59,89,0,20,8,20,3.3,5.6,8
Paul Richardson Jr.,WR,SEA,1,56,56,81,0,13,11,13,22.5,40.2,8
Eric Ebron,TE,DET,1,34,34,48,0,18,6,18,5.8,17.1,8
Trey Burton,TE,PHI,1,21,21,30,0,10,10,10,2.1,10.0,8
James White,RB,NE,1,20,20,23,5,30,30,35,8.7,43.5,8
Cody Latimer,WR,DEN,1,38,38,52,0,8,5,8,1.5,3.9,8
Jerick McKinnon,RB,MIN,1,54,54,64,26,19,37,44,20.2,37.4,8
Ryan Grant,WR,WAS,1,40,40,68,0,18,13,18,3.8,9.5,8
Damien Williams,RB,MIA,1,8,8,12,0,25,13,25,-0.1,-1.3,8
Albert Wilson,WR,KC,1,16,16,26,0,6,0,6,0.0,0.0,8
Taylor Gabriel,WR,ATL,1,31,31,47,0,3,3,3,-0.3,-1.0,8
Willie Snead IV,WR,NO,1,4,4,7,0,0,0,0,0.0,0.0,8
Bennie Fowler III,WR,DEN,1,40,40,55,0,15,5,15,3.5,8.8,8
Keith Smith,RB,DAL,1,11,11,16,0,0,0,0,0.0,0.0,8
Adam Thielen,WR,MIN,1,78,78,92,0,13,6,13,15.8,20.3,8
Cameron Brate,TE,TB,1,40,40,60,0,13,10,13,6.4,16.0,8
Roosevelt Nix,RB,PIT,1,18,18,28,0,0,0,0,0.0,0.0,8
Josh Hill,TE,NO,1,40,40,66,0,10,8,10,2.9,7.3,8
Darren Fells,TE,DET,1,45,45,63,0,7,2,7,1.2,2.7,8
Jameis Winston,QB,TB,1,67,67,100,4,0,61,61,3.7,5.5,8
Amari Cooper,WR,OAK,1,63,63,97,2,16,10,17,5.2,8.3,8
Melvin Gordon III,RB,LAC,1,33,33,59,42,6,45,48,19.9,60.3,8
Devin Funchess,WR,CAR,1,43,43,66,0,14,5,14,1.1,2.6,8
Ameer Abdullah,RB,DET,1,32,32,45,34,9,44,44,3.8,11.9,8
Tevin Coleman,RB,ATL,1,29,29,44,48,3,52,52,10.4,35.9,8
Duke Johnson Jr.,RB,CLE,1,22,22,37,27,23,45,50,4.3,19.5,8
Jay Ajayi,RB,MIA,1,46,46,70,28,9,37,37,4.1,8.9,8
Clive Walford,TE,OAK,1,6,6,9,0,0,0,0,0.0,0.0,8
Nick O'Leary,TE,BUF,1,54,54,78,0,6,2,6,0.5,0.9,8
Jesse James,TE,PIT,1,58,58,91,0,5,3,5,4.2,7.2,8
Tyler Kroft,TE,CIN,1,52,52,93,0,12,10,12,4.6,8.8,8
Nick Boyle,TE,BAL,1,55,55,85,0,7,7,7,2.9,5.3,8
Blake Bell,TE,MIN,1,12,12,14,0,0,0,0,0.0,0.0,8
Nelson Agholor,WR,PHI,1,36,36,51,0,8,8,8,2.6,7.2,8
Justin Hardy,WR,ATL,1,9,9,14,0,0,0,0,0.0,0.0,8
Tyler Lockett,WR,SEA,1,39,39,57,3,21,18,23,11.9,30.5,8
Breshad Perriman,WR,BAL,1,49,49,75,0,4,0,4,0.0,0.0,8
Jamison Crowder,WR,WAS,1,56,56,95,4,23,20,27,13.5,24.1,8
Phillip Dorsett II,WR,NE,1,8,8,9,0,0,0,0,0.0,0.0,8
Stefon Diggs,WR,MIN,1,65,65,76,2,9,8,11,2.6,4.0,8
Chris Manhertz,TE,CAR,1,26,26,40,0,0,0,0,0.0,0.0,8
C.J. Uzomah,TE,CIN,1,10,10,18,0,0,0,0,0.0,0.0,8
Trevor Siemian,QB,DEN,1,73,73,100,3,0,52,52,7.9,10.8,8
Geoff Swaim,TE,DAL,1,17,17,25,0,6,6,6,1.8,10.6,8
Michael Burton,RB,CHI,1,19,19,28,0,0,0,0,0.0,0.0,8
Tyrell Williams,WR,LAC,1,46,46,82,0,13,2,13,2.4,5.2,8
Eric Tomlinson,TE,NYJ,1,27,27,44,0,4,4,4,8.0,29.6,8
Rod Smith,RB,DAL,1,3,3,4,0,0,0,0,0.0,0.0,8
Daniel Brown,TE,CHI,1,16,16,24,0,6,6,6,0.9,5.6,8
Adam Humphries,WR,TB,1,39,39,58,0,15,10,15,2.6,6.7,8
Ross Travis,TE,KC,1,10,10,16,0,20,0,20,0.0,0.0,8
Laquon Treadwell,WR,MIN,1,31,31,36,0,13,3,13,2.1,6.8,8
Ezekiel Elliott,RB,DAL,1,58,58,85,57,3,59,60,25.4,43.8,8
Josh Doctson,WR,WAS,1,47,47,80,0,6,2,6,6.1,13.0,8
Carson Wentz,QB,PHI,1,61,61,87,3,0,56,56,17.1,28.0,8
Michael Thomas,WR,NO,1,47,47,77,0,17,15,17,7.7,16.4,8
Alex Collins,RB,BAL,1,32,32,49,56,6,63,63,14.3,44.7,8
Devontae Booker,RB,DEN,1,25,25,34,24,12,36,36,11.4,45.6,8
Hunter Henry,TE,LAC,1,35,35,63,0,6,6,6,1.1,3.1,8
Austin Hooper,TE,ATL,1,50,50,76,0,12,8,12,10.7,21.4,8
Jordan Howard,RB,CHI,1,48,48,72,48,10,54,58,12.1,25.2,8
Rashard Higgins,WR,CLE,1,39,39,66,0,3,3,3,1.4,3.6,8
Dak Prescott,QB,DAL,1,68,68,100,4,0,37,37,7.3,10.7,8
Will Fuller V,WR,HOU,1,62,62,87,0,13,8,13,24.5,39.5,8
Kenyan Drake,RB,MIA,1,12,12,18,50,8,50,58,2.2,18.3,8
Jacoby Brissett,QB,IND,1,74,74,100,1,0,54,54,15.9,21.5,8
Nick Vannett,TE,SEA,1,18,18,26,0,6,6,6,0.8,4.4,8
Chris Moore,WR,BAL,1,17,17,26,0,0,0,0,6.0,35.3,8
Demarcus Robinson,WR,KC,1,51,51,82,0,2,2,2,0.5,1.0,8
Seth DeValve,TE,CLE,1,32,32,54,0,9,3,9,0.0,0.0,8
Wendell Smallwood,RB,PHI,1,13,13,19,8,15,15,23,1.4,10.8,8
Jakeem Grant Sr.,WR,MIA,1,15,15,23,0,13,0,13,0.0,0.0,8
Robby Anderson,WR,NYJ,1,54,54,89,2,11,13,13,16.5,30.6,8
Alex Erickson,WR,CIN,1,13,13,23,8,0,8,8,-0.6,-4.6,8
Stephen Anderson,TE,HOU,1,11,11,15,0,18,9,18,1.1,10.0,8
Andy Janovich,RB,DEN,1,7,7,10,0,14,0,14,0.0,0.0,8
Derek Watt,RB,LAC,1,5,5,9,0,0,0,0,0.0,0.0,8
Tyreek Hill,WR,KC,1,53,53,85,0,11,6,13,1.8,3.4,8
Johnny Holton,WR,OAK,1,13,13,20,0,0,0,0,0.0,0.0,8
DeAndre Washington,RB,OAK,1,32,32,49,19,31,44,50,12.8,40.0,8
Marcus Johnson,WR,PHI,1,21,21,30,0,0,0,0,0.0,0.0,8
Dwayne Washington,RB,DET,1,14,14,20,43,7,50,50,1.6,11.4,8
Danny Vitale,RB,CLE,1,8,8,14,0,0,0,0,0.0,0.0,8
Peyton Barber,RB,TB,1,3,3,4,0,0,0,0,0.0,0.0,8
Chester Rogers,WR,IND,1,26,26,35,0,8,8,8,0.9,3.5,8
Marvin Hall,WR,ATL,1,6,6,9,0,0,0,0,0.0,0.0,8
Jalen Richard,RB,OAK,1,26,26,40,19,27,38,46,3.6,13.8,8
C.J. Ham,RB,MIN,1,17,17,20,0,0,0,0,0.0,0.0,8
J.D. McKissic,RB,SEA,1,16,16,23,25,13,31,38,1.2,7.5,8
Tommylee Lewis,WR,NO,1,10,10,16,0,0,0,0,0.0,0.0,8
Mike Williams,WR,LAC,1,22,22,39,0,9,5,9,0.7,3.2,8
O.J. Howard,TE,TB,1,39,39,58,0,5,5,5,1.6,4.1,8
Mitchell Trubisky,QB,CHI,1,67,67,100,4,0,52,52,9.9,14.8,8
John Ross,WR,CIN,1,6,6,11,0,17,0,17,0.0,0.0,8
DeShone Kizer,QB,CLE,1,59,59,100,8,0,66,66,15.0,25.4,8
Christian McCaffrey,RB,CAR,1,38,38,58,11,18,24,29,5.2,13.7,8
Deshaun Watson,QB,HOU,1,71,71,100,11,0,54,54,32.8,46.2,8
David Njoku,TE,CLE,1,24,24,41,0,29,8,29,1.9,7.9,8
Chris Godwin,WR,TB,1,14,14,21,0,14,7,14,0.8,5.7,8
D'Onta Foreman,RB,HOU,1,1,1,1,0,0,0,0,0.0,0.0,8
C.J. Beathard,QB,SF,1,66,66,100,9,0,64,64,10.7,16.2,8
Joe Mixon,RB,CIN,1,35,35,63,31,9,40,40,8.9,25.4,8
Alvin Kamara,RB,NO,1,31,31,51,26,10,35,35,13.6,43.9,8
Kareem Hunt,RB,KC,1,46,46,74,48,11,54,59,6.8,14.8,8
JuJu Smith-Schuster,WR,PIT,1,51,51,80,0,20,14,20,25.3,49.6,8
Chad Hansen,WR,NYJ,1,9,9,15,0,0,0,0,0.0,0.0,8
Zay Jones,WR,BUF,1,55,55,80,0,9,5,9,3.2,5.8,8
Curtis Samuel,WR,CAR,1,18,18,28,6,17,17,22,2.6,14.4,8
Amara Darboh,WR,SEA,1,10,10,14,0,0,0,0,0.0,0.0,8
Noah Brown,WR,DAL,1,5,5,7,0,0,0,0,0.0,0.0,8
Marlon Mack,RB,IND,1,39,39,53,28,13,36,41,12.3,31.5,8
Corey Clement,RB,PHI,1,19,19,27,53,5,53,58,5.4,28.4,8
James Conner,RB,PIT,1,4,4,6,25,0,25,25,0.1,2.5,8
Tarik Cohen,RB,CHI,1,18,18,27,22,17,28,39,6.8,37.8,8
Elijah McGuire,RB,NYJ,1,3,3,5,33,0,33,33,0.2,6.7,8
Adam Shaheen,TE,CHI,1,19,19,28,0,5,0,5,0.0,0.0,8
Austin Ekeler,RB,LAC,1,17,17,30,12,6,18,18,2.1,12.4,8
Mack Hollins,WR,PHI,1,18,18,26,0,17,11,17,3.0,16.7,8
George Kittle,TE,SF,1,41,41,62,0,10,5,10,2.2,5.4,8
Trent Taylor,WR,SF,1,39,39,59,0,8,8,8,3.3,8.5,8
Jacob Hollister,TE,NE,1,4,4,5,0,25,25,25,1.3,32.5,8
Josh Malone,WR,CIN,1,19,19,34,0,16,11,16,9.5,50.0,8
Cethan Carter,TE,CIN,1,11,11,20,0,0,0,0,0.0,0.0,8
Darrell Daniels,TE,IND,1,5,5,7,0,0,0,0,0.0,0.0,8
Isaiah McKenzie,WR,DEN,1,12,12,16,0,8,0,8,-2.0,-16.7,8
Ryan Switzer,WR,DAL,1,12,12,18,0,8,8,8,0.7,5.8,8
Tanner Gentry,WR,CHI,1,65,65,97,0,2,0,2,0.0,0.0,8
Jamal Agnew,WR,DET,1,1,1,1,0,100,100,100,0.0,0.0,8
Taquan Mizzell,RB,CHI,1,1,1,1,0,0,0,0,0.0,0.0,8
Matt Breida,RB,SF,1,21,21,32,24,29,43,52,11.6,55.2,8
Kendrick Bourne,WR,SF,1,24,24,36,0,8,0,8,0.0,0.0,8
Patrick Ricard,RB,BAL,1,18,18,28,0,6,6,6,0.0,0.0,8
