player,receiving_rec,receiving_yds,receiving_td,rushing_att,rushing_yds,rushing_td,fumbles_lost,fantasy_points,team,week,position
Christian KirkARI,4.3,61.4,0.5,0.1,0.5,0.0,0.0,9.2,ARI,15,WR
DJ MooreCAR,4.8,63.8,0.4,0.5,2.6,0.0,0.0,9.1,CAR,15,WR
Michael Pittman Jr.IND,4.7,60.6,0.5,0.4,2.5,0.0,0.0,9.1,IND,15,WR
Darnell MooneyCHI,4.4,61.1,0.4,0.1,1.1,0.0,0.0,9.1,CHI,15,WR
Terry McLaurinWAS,4.6,60.1,0.5,0.0,0.3,0.0,0.0,8.7,LaurinWAS,15,WR
Julio JonesTEN,4.1,59.7,0.4,0.0,0.0,0.0,0.0,8.4,TEN,15,WR
A.J. GreenARI,3.8,55.7,0.5,0.0,0.1,0.0,0.0,8.4,ARI,15,WR
Michael GallupDAL,4.1,55.7,0.5,0.0,0.0,0.0,0.0,8.3,DAL,15,WR
K.J. OsbornMIN,4.0,53.1,0.5,0.0,0.3,0.0,0.0,8.2,MIN,15,WR
Jerry JeudyDEN,4.2,56.1,0.4,0.2,0.6,0.0,0.0,8.0,DEN,15,WR
Marquise BrownBAL,5.2,63.7,0.3,0.0,0.2,0.0,0.0,8.0,BAL,15,WR
Chase ClaypoolPIT,4.1,59.1,0.2,1.0,5.3,0.0,0.0,7.9,PIT,15,WR
Cole BeasleyBUF,4.8,51.0,0.5,0.0,0.0,0.0,0.0,7.8,BUF,15,WR
Jamison CrowderNYJ,4.3,48.8,0.4,0.0,0.2,0.0,0.0,7.2,NYJ,15,WR
Van JeffersonLAR,3.8,52.6,0.3,0.0,0.6,0.0,0.0,7.1,LAR,15,WR
DeVonta SmithPHI,4.0,54.5,0.3,0.0,0.0,0.0,0.0,7.1,PHI,15,WR
Donovan Peoples-JonesCLE,3.6,56.6,0.2,0.0,0.0,0.0,0.0,7.0,JonesCLE,15,WR
Russell GageATL,4.9,55.7,0.2,0.0,0.2,0.0,0.0,6.7,ATL,15,WR
Marquez Valdes-ScantlingGB,3.0,51.7,0.2,0.0,0.2,0.0,0.0,6.6,ScantlingGB,15,WR
Kenny GolladayNYG,3.7,55.2,0.2,0.0,0.0,0.0,0.0,6.5,NYG,15,WR
Nelson AgholorNE,3.2,41.0,0.4,0.2,1.0,0.0,0.0,6.5,NE,15,WR
Marvin Jones Jr.JAC,3.7,49.4,0.3,0.0,0.0,0.0,0.0,6.5,JAC,15,WR
Amon-Ra St. BrownDET,5.2,53.2,0.2,0.0,0.3,0.0,0.0,6.4,DET,15,WR
Gabriel DavisBUF,3.2,45.0,0.3,0.0,0.0,0.0,0.0,6.4,BUF,15,WR
Jakobi MeyersNE,4.3,50.1,0.2,0.0,0.1,0.0,0.0,6.1,NE,15,WR
Josh ReynoldsDET,4.0,50.6,0.2,0.0,0.1,0.0,0.0,6.1,DET,15,WR
Rashod BatemanBAL,4.0,51.1,0.1,0.0,0.2,0.0,0.0,6.0,BAL,15,WR
Sterling ShepardNYG,4.5,49.6,0.2,0.2,1.4,0.0,0.0,6.0,NYG,15,WR
Laviska Shenault Jr.JAC,3.8,42.0,0.2,1.0,5.4,0.1,0.0,5.9,JAC,15,WR
Rondale MooreARI,3.8,39.0,0.2,1.1,7.1,0.0,0.1,5.9,ARI,15,WR
Kendrick BourneNE,3.2,42.6,0.2,0.3,2.7,0.0,0.0,5.8,NE,15,WR
Allen LazardGB,3.1,41.4,0.3,0.0,0.4,0.0,0.0,5.7,GB,15,WR
Tyler BoydCIN,3.9,44.9,0.1,0.3,2.1,0.0,0.0,5.6,CIN,15,WR
Tre'Quan SmithNO,3.2,42.6,0.2,0.0,0.1,0.0,0.0,5.4,NO,15,WR
Albert WilsonMIA,3.6,36.5,0.2,0.2,2.3,0.0,0.0,5.3,MIA,15,WR
Robby AndersonCAR,3.7,41.3,0.2,0.0,0.2,0.0,0.0,5.2,CAR,15,WR
Courtland SuttonDEN,2.9,41.1,0.2,0.0,0.1,0.0,0.0,5.1,DEN,15,WR
Laquon TreadwellJAC,3.2,42.6,0.1,0.0,0.0,0.0,0.0,5.0,JAC,15,WR
Tim PatrickDEN,2.8,38.6,0.2,0.0,0.0,0.0,0.0,5.0,DEN,15,WR
Braxton BerriosNYJ,3.4,38.7,0.1,0.1,0.4,0.0,0.0,4.8,NYJ,15,WR
Bryan EdwardsLV,2.4,38.2,0.2,0.0,0.3,0.0,0.0,4.8,LV,15,WR
T.Y. HiltonIND,3.0,37.6,0.2,0.0,0.0,0.0,0.0,4.7,IND,15,WR
Nick Westbrook-IkhineTEN,2.8,34.7,0.2,0.0,0.1,0.0,0.0,4.7,IkhineTEN,15,WR
Marquez CallawayNO,2.7,35.4,0.2,0.0,0.0,0.0,0.0,4.7,NO,15,WR
Nico CollinsHOU,3.0,38.8,0.1,0.0,0.1,0.0,0.0,4.6,HOU,15,WR
Rashard HigginsCLE,2.8,38.0,0.1,0.0,0.0,0.0,0.0,4.6,CLE,15,WR
Keelan Cole Sr.NYJ,2.5,36.4,0.2,0.0,0.0,0.0,0.0,4.5,NYJ,15,WR
Jalen GuytonLAC,2.3,34.4,0.2,0.3,1.2,0.0,0.0,4.5,LAC,15,WR
DeAndre CarterWAS,3.1,35.3,0.1,0.3,1.9,0.0,0.0,4.4,WAS,15,WR
Freddie SwainSEA,2.8,33.7,0.2,0.1,0.9,0.0,0.0,4.4,SEA,15,WR
Quez WatkinsPHI,2.3,32.1,0.2,0.1,0.1,0.0,0.0,4.3,PHI,15,WR
Darius SlaytonNYG,2.5,34.3,0.2,0.0,-0.1,0.0,0.0,4.3,NYG,15,WR
DeSean JacksonLV,1.8,33.0,0.1,0.1,0.6,0.0,0.0,4.1,LV,15,WR
Mecole HardmanKC,2.4,28.4,0.1,0.4,3.2,0.0,0.0,4.0,KC,15,WR
Damiere ByrdCHI,2.4,32.5,0.1,0.0,0.1,0.0,0.0,4.0,CHI,15,WR
Byron PringleKC,2.3,31.0,0.2,0.0,0.1,0.0,0.0,3.9,KC,15,WR
Zay JonesLV,2.5,30.8,0.1,0.1,0.4,0.0,0.0,3.9,LV,15,WR
Kalif RaymondDET,2.6,32.1,0.1,0.1,0.3,0.0,0.0,3.9,DET,15,WR
Adam HumphriesWAS,3.0,33.5,0.1,0.0,0.1,0.0,0.0,3.9,WAS,15,WR
Zach PascalIND,2.4,29.0,0.1,0.1,1.0,0.0,0.0,3.9,IND,15,WR
Allen Robinson IICHI,2.4,29.7,0.2,0.0,0.0,0.0,0.0,3.9,ICHI,15,WR
Jalen ReagorPHI,2.2,27.9,0.1,0.3,2.4,0.0,0.0,3.8,PHI,15,WR
Ja'Marcus BradleyCLE,2.0,27.8,0.2,0.0,0.1,0.0,0.0,3.7,CLE,15,WR
Tajae SharpeATL,2.4,30.0,0.1,0.0,0.0,0.0,0.0,3.7,ATL,15,WR
Jarvis LandryCLE,2.4,24.4,0.1,0.4,2.2,0.1,0.1,3.7,CLE,15,WR
Tyler JohnsonTB,2.3,28.4,0.1,0.0,0.0,0.0,0.0,3.6,TB,15,WR
D'Wayne EskridgeSEA,2.2,26.3,0.1,0.4,2.1,0.0,0.0,3.6,SEA,15,WR
Mack HollinsMIA,1.9,24.2,0.2,0.0,0.0,0.0,0.0,3.5,MIA,15,WR
Ray-Ray McCloudPIT,2.5,24.8,0.1,0.1,1.2,0.0,0.0,3.3,CloudPIT,15,WR
Devin DuvernayBAL,2.1,22.8,0.1,0.5,3.0,0.0,0.0,3.3,BAL,15,WR
Curtis SamuelWAS,2.1,24.6,0.0,0.7,4.2,0.0,0.0,3.2,WAS,15,WR
Olamide ZaccheausATL,1.8,23.9,0.1,0.0,0.1,0.0,0.0,3.2,ATL,15,WR
Marquise GoodwinCHI,1.2,21.1,0.2,0.0,0.7,0.0,0.0,3.2,CHI,15,WR
James WashingtonPIT,1.9,23.9,0.1,0.0,0.4,0.0,0.0,3.2,PIT,15,WR
Jauan JenningsSF,1.9,23.0,0.1,0.0,0.1,0.0,0.0,3.0,SF,15,WR
Brandon ZylstraCAR,2.1,25.6,0.1,0.0,0.0,0.0,0.0,3.0,CAR,15,WR
Tyler LockettSEA,1.9,24.1,0.1,0.0,-0.1,0.0,0.0,3.0,SEA,15,WR
Cedrick Wilson Jr.DAL,1.7,21.1,0.1,0.1,0.2,0.0,0.0,3.0,DAL,15,WR
Chris ConleyHOU,1.8,25.0,0.1,0.0,0.0,0.0,0.0,2.9,HOU,15,WR
Denzel MimsNYJ,1.8,23.7,0.1,0.0,0.0,0.0,0.0,2.9,NYJ,15,WR
Sammy WatkinsBAL,1.3,20.1,0.1,0.0,0.7,0.0,0.0,2.9,BAL,15,WR
Ben SkowronekLAR,1.7,22.6,0.1,0.0,0.1,0.0,0.0,2.9,LAR,15,WR
Isaiah FordMIA,1.7,20.1,0.1,0.0,0.1,0.0,0.0,2.8,MIA,15,WR
Cody HollisterTEN,1.6,21.3,0.1,0.1,0.2,0.0,0.0,2.8,TEN,15,WR
Tavon AustinJAC,1.7,20.5,0.1,0.0,0.1,0.0,0.0,2.7,JAC,15,WR
Preston WilliamsMIA,1.4,19.4,0.1,0.0,0.1,0.0,0.0,2.7,MIA,15,WR
Lil'Jordan HumphreyNO,1.5,19.8,0.1,0.0,0.1,0.0,0.0,2.6,NO,15,WR
Juwan JohnsonNO,1.3,14.2,0.2,0.0,0.0,0.0,0.0,2.6,NO,15,WR
Rodney AdamsNYJ,1.5,19.1,0.1,0.0,0.0,0.0,0.0,2.6,NYJ,15,WR
Demarcus RobinsonKC,1.6,18.6,0.1,0.0,0.0,0.0,0.0,2.6,KC,15,WR
Penny HartSEA,1.6,19.4,0.1,0.0,0.0,0.0,0.0,2.6,SEA,15,WR
Joshua PalmerLAC,1.4,18.3,0.1,0.0,0.3,0.0,0.0,2.5,LAC,15,WR
Cam SimsWAS,1.7,20.4,0.1,0.0,0.0,0.0,0.0,2.5,WAS,15,WR
Antoine WesleyARI,1.5,19.1,0.1,0.0,0.0,0.0,0.0,2.5,ARI,15,WR
KhaDarel HodgeDET,1.5,18.2,0.1,0.0,0.0,0.0,0.0,2.4,DET,15,WR
Chester RogersTEN,1.6,19.0,0.1,0.0,0.5,0.0,0.0,2.3,TEN,15,WR
Ihmir Smith-MarsetteMIN,1.2,14.8,0.1,0.0,0.1,0.0,0.0,2.2,MarsetteMIN,15,WR
Isaiah McKenzieBUF,1.3,12.7,0.1,0.4,2.1,0.0,0.0,2.2,KenzieBUF,15,WR
Kenny StillsNO,1.0,15.9,0.1,0.0,0.0,0.0,0.0,2.2,NO,15,WR
Lawrence CagerNYJ,1.2,16.2,0.1,0.0,0.0,0.0,0.0,2.1,NYJ,15,WR
Dede WestbrookMIN,1.3,13.8,0.1,0.0,0.0,0.0,0.0,2.1,MIN,15,WR
Breshad PerrimanTB,1.0,13.8,0.1,0.0,0.7,0.0,0.0,2.0,TB,15,WR
Ty MontgomeryNO,1.3,12.9,0.1,0.7,3.1,0.0,0.0,2.0,NO,15,WR
Ryan SwitzerCLE,1.5,14.5,0.1,0.0,0.0,0.0,0.0,1.9,CLE,15,WR
Phillip Dorsett IIHOU,1.0,13.3,0.1,0.3,1.7,0.0,0.0,1.9,IHOU,15,WR
D.J. MontgomeryNYJ,1.2,15.2,0.1,0.0,0.0,0.0,0.0,1.9,NYJ,15,WR
Jaydon MickensJAC,1.1,13.6,0.1,0.0,0.1,0.0,0.0,1.8,JAC,15,WR
Dyami BrownWAS,1.1,13.6,0.1,0.0,0.1,0.0,0.0,1.7,WAS,15,WR
Racey McMathTEN,1.0,12.1,0.1,0.0,0.1,0.0,0.0,1.6,MathTEN,15,WR
N'Keal HarryNE,0.9,11.4,0.1,0.0,0.0,0.0,0.0,1.6,NE,15,WR
Amari RodgersGB,0.7,11.8,0.1,0.1,0.7,0.0,0.1,1.5,GB,15,WR
Ashton DulinIND,0.8,10.6,0.1,0.0,0.1,0.0,0.0,1.5,IND,15,WR
Malik TaylorGB,0.9,10.5,0.1,0.0,0.0,0.0,0.0,1.5,GB,15,WR
Kendall HintonDEN,0.8,11.1,0.1,0.1,0.1,0.0,0.0,1.5,DEN,15,WR
Tom KennedyDET,0.9,10.7,0.1,0.0,0.0,0.0,0.0,1.4,DET,15,WR
Terrace Marshall Jr.CAR,1.0,11.4,0.0,0.0,0.0,0.0,0.0,1.4,CAR,15,WR
Vyncint SmithTB,0.9,10.7,0.1,0.0,0.0,0.0,0.0,1.3,TB,15,WR
Dez FitzpatrickTEN,0.8,9.5,0.1,0.0,0.0,0.0,0.0,1.3,TEN,15,WR
Malik TurnerDAL,0.8,9.4,0.1,0.0,0.0,0.0,0.0,1.3,DAL,15,WR
Easop Winston Jr.NO,0.8,10.3,0.0,0.0,0.0,0.0,0.0,1.3,NO,15,WR
J.J. Arcega-WhitesidePHI,0.5,8.3,0.1,0.0,0.0,0.0,0.0,1.1,WhitesidePHI,15,WR
Dax MilneWAS,0.6,8.9,0.0,0.0,0.0,0.0,0.0,1.1,WAS,15,WR
Scotty MillerTB,0.6,8.0,0.1,0.0,0.2,0.0,0.0,1.1,TB,15,WR
Adam ThielenMIN,1.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,MIN,15,WR
Jaylen WaddleMIA,1.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,MIA,15,WR
Miles BoykinBAL,0.7,8.2,0.0,0.0,0.0,0.0,0.0,1.0,BAL,15,WR
Greg WardPHI,0.5,6.8,0.1,0.0,0.0,0.0,0.0,1.0,PHI,15,WR
Marcus KempKC,0.5,6.4,0.0,0.0,0.0,0.0,0.0,0.9,KC,15,WR
Marquez StevensonBUF,0.5,6.3,0.0,0.0,0.3,0.0,0.0,0.9,BUF,15,WR
Equanimeous St. BrownGB,0.5,5.5,0.0,0.0,1.0,0.0,0.0,0.9,GB,15,WR
Shi SmithCAR,0.5,6.1,0.0,0.0,1.0,0.0,0.0,0.9,CAR,15,WR
Collin JohnsonNYG,0.5,6.7,0.0,0.0,0.0,0.0,0.0,0.9,NYG,15,WR
Andre RobertsLAC,0.3,5.2,0.0,0.0,1.3,0.0,0.0,0.9,LAC,15,WR
Jaelon DardenTB,0.4,5.8,0.0,0.0,0.6,0.0,0.0,0.9,TB,15,WR
Trent SherfieldSF,0.5,6.2,0.0,0.0,0.0,0.0,0.0,0.8,SF,15,WR
Mike ThomasCIN,0.4,5.5,0.0,0.0,0.0,0.0,0.0,0.8,CIN,15,WR
Jake KumerowBUF,0.3,5.3,0.0,0.0,0.1,0.0,0.0,0.7,BUF,15,WR
Diontae SpencerDEN,0.4,5.1,0.0,0.0,0.3,0.0,0.0,0.7,DEN,15,WR
Chris MooreHOU,0.5,5.4,0.0,0.0,0.0,0.0,0.0,0.7,HOU,15,WR
Frank DarbyATL,0.4,4.9,0.0,0.0,0.2,0.0,0.0,0.7,ATL,15,WR
Andy IsabellaARI,0.3,5.0,0.0,0.0,0.1,0.0,0.0,0.7,ARI,15,WR
Mohamed Sanu Sr.SF,0.4,4.3,0.0,0.0,0.0,0.0,0.0,0.6,SF,15,WR
Gunner OlszewskiNE,0.2,4.2,0.0,0.0,0.5,0.0,0.0,0.6,NE,15,WR
Dezmon PatmonIND,0.2,4.1,0.0,0.0,0.1,0.0,0.0,0.6,IND,15,WR
Travis BenjaminSF,0.4,4.9,0.0,0.0,0.2,0.0,0.0,0.6,SF,15,WR
Tylan WallaceBAL,0.3,4.2,0.0,0.0,0.1,0.0,0.0,0.6,BAL,15,WR
Simi FehokoDAL,0.3,3.9,0.0,0.0,0.2,0.0,0.0,0.5,DAL,15,WR
Matthew SlaterNE,0.2,3.9,0.0,0.0,0.1,0.0,0.0,0.5,NE,15,WR
Christian BlakeATL,0.3,3.4,0.0,0.0,0.1,0.0,0.0,0.5,ATL,15,WR
Stanley Morgan Jr.CIN,0.2,3.3,0.0,0.0,0.0,0.0,0.0,0.5,CIN,15,WR
Daurice FountainKC,0.2,2.9,0.0,0.0,0.1,0.0,0.0,0.4,KC,15,WR
James Proche IIBAL,0.1,2.8,0.0,0.0,0.2,0.0,0.0,0.4,IBAL,15,WR
Alex EricksonCAR,0.1,1.6,0.0,0.0,0.4,0.0,0.0,0.3,CAR,15,WR
