player,receiving_rec,receiving_yds,receiving_td,rushing_att,rushing_yds,rushing_td,fumbles_lost,fantasy_points,team,position,week,year
Brandin Cooks,5.5,75.8,0.4,0.2,0.8,0.0,0.1,10.3,HOU,WR,3,2021
Courtland Sutton,4.9,71.7,0.5,0.2,0.9,0.0,0.0,10.1,DEN,WR,3,2021
Ja'Marr Chase,5.0,69.4,0.5,0.2,1.1,0.0,0.1,10.1,CIN,WR,3,2021
Mike Williams,4.9,67.5,0.5,0.1,0.5,0.0,0.0,10.1,LAC,WR,3,2021
Marvin Jones Jr.,4.8,66.0,0.6,0.0,0.0,0.0,0.0,10.0,JAC,WR,3,2021
Allen Robinson II,5.6,69.0,0.5,0.0,0.0,0.0,0.1,9.9,CHI,WR,3,2021
Robert Woods,5.6,65.2,0.4,1.3,6.5,0.1,0.1,9.5,LAR,WR,3,2021
DeVonta Smith,4.4,61.9,0.5,0.2,1.0,0.0,0.0,9.4,PHI,WR,3,2021
Sterling Shepard,6.0,64.8,0.4,0.5,2.7,0.0,0.1,9.3,NYG,WR,3,2021
Tyler Boyd,5.8,65.9,0.4,0.2,1.0,0.0,0.1,9.2,CIN,WR,3,2021
Robby Anderson,4.5,58.4,0.5,0.2,1.4,0.0,0.0,8.7,CAR,WR,3,2021
Corey Davis,4.4,59.5,0.5,0.0,0.2,0.0,0.0,8.7,NYJ,WR,3,2021
Michael Pittman Jr.,4.8,60.9,0.4,0.2,1.1,0.0,0.0,8.7,IND,WR,3,2021
Rondale Moore,3.9,52.7,0.5,0.6,3.6,0.0,0.1,8.4,ARI,WR,3,2021
Cordarrelle Patterson,2.6,27.5,0.1,8.7,34.3,0.3,0.1,8.4,ATL,WR,3,2021
Jakobi Meyers,5.0,60.5,0.4,0.1,0.4,0.0,0.0,8.2,NE,WR,3,2021
DeVante Parker,4.6,57.2,0.4,0.0,0.0,0.0,0.0,8.1,MIA,WR,3,2021
Emmanuel Sanders,4.2,52.2,0.4,0.0,0.3,0.0,0.0,7.8,BUF,WR,3,2021
Kenny Golladay,4.1,59.2,0.3,0.0,0.0,0.0,0.0,7.7,NYG,WR,3,2021
D.J. Chark Jr.,4.2,56.7,0.3,0.0,0.3,0.0,0.0,7.4,JAC,WR,3,2021
Tee Higgins,3.5,50.0,0.4,0.0,0.0,0.0,0.0,7.4,CIN,WR,3,2021
Odell Beckham Jr.,3.2,47.3,0.4,0.2,1.7,0.0,0.0,7.4,LAR,WR,3,2021
Jaylen Waddle,4.2,54.6,0.3,0.2,1.5,0.0,0.1,7.3,MIA,WR,3,2021
Cole Beasley,4.6,53.7,0.3,0.0,0.0,0.0,0.0,7.3,BUF,WR,3,2021
Laviska Shenault Jr.,4.6,49.1,0.3,1.2,5.7,0.0,0.1,7.2,JAC,WR,3,2021
Zach Pascal,3.6,46.5,0.4,0.0,0.1,0.0,0.0,6.8,IND,WR,3,2021
Christian Kirk,3.6,44.7,0.4,0.2,1.6,0.0,0.0,6.7,ARI,WR,3,2021
Nelson Agholor,3.8,50.1,0.3,0.0,0.2,0.0,0.0,6.7,NE,WR,3,2021
Darnell Mooney,4.4,51.5,0.2,0.2,0.9,0.0,0.0,6.6,CHI,WR,3,2021
Mecole Hardman,3.4,46.4,0.3,0.4,2.4,0.0,0.0,6.6,KC,WR,3,2021
Tim Patrick,3.8,47.9,0.3,0.0,0.0,0.0,0.0,6.5,DEN,WR,3,2021
Sammy Watkins,3.6,48.9,0.2,0.1,0.3,0.0,0.0,6.4,BAL,WR,3,2021
Quintez Cephus,3.4,47.7,0.2,0.0,0.0,0.0,0.0,6.2,DET,WR,3,2021
Jalen Reagor,3.5,44.9,0.3,0.1,0.5,0.0,0.0,6.1,PHI,WR,3,2021
Marquez Callaway,3.6,46.7,0.2,0.1,0.6,0.0,0.0,6.0,NO,WR,3,2021
Darius Slayton,3.0,44.0,0.3,0.1,0.3,0.0,0.0,6.0,NYG,WR,3,2021
Van Jefferson,3.2,41.9,0.3,0.0,0.2,0.0,0.0,5.9,LAR,WR,3,2021
Hunter Renfrow,3.9,46.2,0.2,0.0,0.0,0.0,0.0,5.9,LV,WR,3,2021
Jamison Crowder,3.5,43.0,0.3,0.1,0.0,0.0,0.0,5.8,NYJ,WR,3,2021
Russell Gage,5.0,46.0,0.2,0.1,0.0,0.0,0.0,5.8,ATL,WR,3,2021
K.J. Osborn,3.5,45.5,0.2,0.0,0.1,0.0,0.0,5.7,MIN,WR,3,2021
Marquez Valdes-Scantling,2.7,43.6,0.2,0.1,0.6,0.0,0.0,5.6,GB,WR,3,2021
Elijah Moore,3.6,44.2,0.2,0.0,0.3,0.0,0.0,5.6,NYJ,WR,3,2021
Deonte Harty,3.1,39.5,0.2,0.4,2.8,0.0,0.0,5.4,NO,WR,3,2021
William Fuller V,3.1,41.5,0.2,0.0,0.1,0.0,0.0,5.3,MIA,WR,3,2021
Brandon Aiyuk,2.7,33.8,0.2,0.5,3.6,0.0,0.0,5.3,SF,WR,3,2021
Bryan Edwards,2.8,40.9,0.2,0.0,0.0,0.0,0.0,5.3,LV,WR,3,2021
A.J. Green,3.0,39.4,0.2,0.0,0.0,0.0,0.0,5.2,ARI,WR,3,2021
Amon-Ra St. Brown,3.1,38.7,0.2,0.0,0.1,0.0,0.0,4.9,DET,WR,3,2021
Terrace Marshall Jr.,2.9,37.1,0.2,0.0,0.2,0.0,0.0,4.9,CAR,WR,3,2021
Braxton Berrios,3.5,38.1,0.2,0.1,0.7,0.0,0.1,4.8,NYJ,WR,3,2021
Danny Amendola,3.0,35.0,0.2,0.0,0.0,0.0,0.0,4.7,HOU,WR,3,2021
Juwan Johnson,2.7,28.4,0.3,0.0,0.0,0.0,0.0,4.6,NO,WR,3,2021
KJ Hamler,2.8,33.0,0.2,0.6,3.3,0.0,0.0,4.6,DEN,WR,3,2021
Dyami Brown,2.9,35.9,0.2,0.0,0.0,0.0,0.0,4.6,WAS,WR,3,2021
Adam Humphries,3.7,36.0,0.2,0.0,0.1,0.0,0.0,4.5,WAS,WR,3,2021
James Washington,2.6,35.1,0.2,0.0,0.0,0.0,0.0,4.5,PIT,WR,3,2021
Allen Lazard,2.5,33.1,0.2,0.1,0.7,0.0,0.0,4.4,GB,WR,3,2021
Chris Conley,2.8,35.2,0.1,0.0,0.2,0.0,0.0,4.3,HOU,WR,3,2021
Freddie Swain,2.2,28.3,0.2,0.2,1.3,0.0,0.0,4.1,SEA,WR,3,2021
Donovan Peoples-Jones,2.1,30.4,0.2,0.0,0.1,0.0,0.0,4.0,CLE,WR,3,2021
Nico Collins,2.0,28.0,0.2,0.0,0.0,0.0,0.0,4.0,HOU,WR,3,2021
Olamide Zaccheaus,2.3,31.2,0.1,0.1,0.5,0.0,0.0,4.0,ATL,WR,3,2021
Cedrick Wilson Jr.,2.3,30.0,0.1,0.1,0.6,0.0,0.0,3.9,DAL,WR,3,2021
Kalif Raymond,2.2,30.6,0.1,0.1,0.5,0.0,0.0,3.8,DET,WR,3,2021
Gabriel Davis,1.6,25.7,0.2,0.0,0.0,0.0,0.0,3.8,BUF,WR,3,2021
Quez Watkins,2.1,30.3,0.1,0.0,0.2,0.0,0.0,3.8,PHI,WR,3,2021
Demarcus Robinson,2.2,25.9,0.2,0.0,0.0,0.0,0.0,3.7,KC,WR,3,2021
Josh Reynolds,2.0,23.0,0.2,0.0,0.0,0.0,0.0,3.5,DET,WR,3,2021
Rashard Higgins,1.7,26.6,0.1,0.0,0.0,0.0,0.0,3.4,CLE,WR,3,2021
Jalen Guyton,1.9,27.0,0.1,0.2,1.0,0.0,0.0,3.4,LAC,WR,3,2021
Randall Cobb,2.1,25.0,0.1,0.1,0.4,0.0,0.0,3.3,GB,WR,3,2021
Scotty Miller,2.0,25.6,0.1,0.1,1.0,0.0,0.0,3.3,TB,WR,3,2021
Trent Sherfield,1.9,22.9,0.2,0.0,0.1,0.0,0.0,3.3,SF,WR,3,2021
Chester Rogers,2.2,24.0,0.2,0.0,0.2,0.0,0.0,3.3,TEN,WR,3,2021
Kendrick Bourne,2.0,24.7,0.1,0.0,0.5,0.0,0.0,3.2,NE,WR,3,2021
Parris Campbell,1.8,22.6,0.1,0.1,0.9,0.0,0.0,3.1,IND,WR,3,2021
Lil'Jordan Humphrey,1.5,19.5,0.1,0.5,4.0,0.0,0.0,3.0,NO,WR,3,2021
Marquise Goodwin,1.6,23.7,0.1,0.1,0.7,0.0,0.0,2.9,CHI,WR,3,2021
Trinity Benson,1.9,22.3,0.1,0.0,0.0,0.0,0.0,2.9,DET,WR,3,2021
Damiere Byrd,2.0,23.4,0.1,0.0,0.2,0.0,0.0,2.8,CHI,WR,3,2021
DeSean Jackson,1.3,21.1,0.1,0.1,0.6,0.0,0.0,2.8,LV,WR,3,2021
Anthony Schwartz,1.6,21.0,0.1,0.1,0.5,0.0,0.0,2.7,CLE,WR,3,2021
Anthony Miller,1.7,18.7,0.1,0.0,0.3,0.0,0.0,2.6,PIT,WR,3,2021
Albert Wilson,2.0,25.0,0.0,0.0,0.0,0.0,0.0,2.5,MIA,WR,3,2021
Mike Thomas,1.5,17.2,0.1,0.0,0.0,0.0,0.0,2.2,CIN,WR,3,2021
Kenny Stills,1.1,15.4,0.1,0.0,0.0,0.0,0.0,2.2,NO,WR,3,2021
Ty Montgomery,1.4,13.5,0.1,0.5,2.2,0.0,0.0,2.1,NO,WR,3,2021
Byron Pringle,1.2,16.2,0.1,0.0,0.0,0.0,0.0,2.1,KC,WR,3,2021
Auden Tate,1.4,16.6,0.1,0.0,0.0,0.0,0.0,2.1,CIN,WR,3,2021
Mohamed Sanu Sr.,1.5,16.3,0.1,0.1,0.2,0.0,0.0,2.0,SF,WR,3,2021
Keelan Cole Sr.,1.3,15.8,0.1,0.0,0.1,0.0,0.0,2.0,NYJ,WR,3,2021
Andre Roberts,1.2,14.7,0.1,0.0,0.2,0.0,0.0,2.0,LAC,WR,3,2021
Tyron Johnson,1.0,14.1,0.1,0.0,0.2,0.0,0.0,1.9,LV,WR,3,2021
Devin Duvernay,1.1,13.3,0.1,0.1,0.6,0.0,0.0,1.9,BAL,WR,3,2021
Tyler Johnson,1.0,11.7,0.1,0.0,0.1,0.0,0.0,1.7,TB,WR,3,2021
Brandon Zylstra,0.8,10.6,0.1,0.0,0.2,0.0,0.0,1.6,CAR,WR,3,2021
Tajae Sharpe,0.9,11.5,0.1,0.0,0.0,0.0,0.0,1.6,ATL,WR,3,2021
Joshua Palmer,1.0,11.8,0.1,0.1,0.3,0.0,0.0,1.6,LAC,WR,3,2021
Cody Thompson,0.8,9.6,0.1,0.0,0.4,0.0,0.0,1.5,SEA,WR,3,2021
Christian Blake,1.0,11.4,0.1,0.0,0.0,0.0,0.0,1.4,ATL,WR,3,2021
Isaiah McKenzie,0.7,7.8,0.1,0.5,2.3,0.0,0.0,1.4,BUF,WR,3,2021
Ray-Ray McCloud,1.1,10.8,0.1,0.1,0.5,0.0,0.0,1.4,PIT,WR,3,2021
Jeff Smith,0.9,11.4,0.0,0.0,0.0,0.0,0.0,1.4,NYJ,WR,3,2021
Zay Jones,0.7,8.7,0.1,0.0,0.0,0.0,0.0,1.3,LV,WR,3,2021
Greg Ward,0.9,9.3,0.1,0.0,0.0,0.0,0.0,1.3,PHI,WR,3,2021
Kadarius Toney,0.8,9.6,0.0,0.2,1.2,0.0,0.0,1.3,NYG,WR,3,2021
Ashton Dulin,0.6,7.5,0.1,0.1,0.2,0.0,0.0,1.1,IND,WR,3,2021
Laquon Treadwell,0.7,8.5,0.0,0.0,0.0,0.0,0.0,1.0,JAC,WR,3,2021
Nick Westbrook-Ikhine,0.6,7.5,0.0,0.0,0.0,0.0,0.0,1.0,TEN,WR,3,2021
Kendall Hinton,0.6,6.3,0.0,0.2,1.2,0.0,0.0,1.0,DEN,WR,3,2021
Noah Brown,0.6,7.5,0.0,0.0,0.2,0.0,0.0,1.0,DAL,WR,3,2021
Jauan Jennings,0.6,7.0,0.0,0.0,0.1,0.0,0.0,0.9,SF,WR,3,2021
Stanley Morgan Jr.,0.6,7.2,0.0,0.1,0.3,0.0,0.0,0.9,CIN,WR,3,2021
Curtis Samuel,0.0,0.0,0.0,1.6,8.0,0.0,0.0,0.8,WAS,WR,3,2021
Phillip Dorsett II,0.4,5.1,0.0,0.0,0.4,0.0,0.0,0.8,HOU,WR,3,2021
Jake Kumerow,0.4,5.2,0.0,0.0,0.0,0.0,0.0,0.7,BUF,WR,3,2021
Ben Skowronek,0.4,5.0,0.0,0.0,0.2,0.0,0.0,0.7,LAR,WR,3,2021
Chris Moore,0.2,4.7,0.0,0.0,0.2,0.0,0.0,0.7,HOU,WR,3,2021
KhaDarel Hodge,0.4,5.1,0.0,0.0,0.0,0.0,0.0,0.6,DET,WR,3,2021
Cam Sims,0.3,4.7,0.0,0.0,0.0,0.0,0.0,0.6,WAS,WR,3,2021
Alex Erickson,0.4,3.8,0.0,0.1,1.0,0.0,0.0,0.6,CAR,WR,3,2021
Tylan Wallace,0.3,4.7,0.0,0.0,0.2,0.0,0.0,0.6,BAL,WR,3,2021
Jaelon Darden,0.3,4.3,0.0,0.0,0.2,0.0,0.0,0.6,TB,WR,3,2021
Malik Taylor,0.4,4.1,0.0,0.1,0.3,0.0,0.0,0.6,GB,WR,3,2021
Jody Fortson,0.3,3.6,0.0,0.0,0.1,0.0,0.0,0.5,KC,WR,3,2021
Amari Rodgers,0.4,4.2,0.0,0.0,0.1,0.0,0.0,0.5,GB,WR,3,2021
Jamal Agnew,0.3,3.1,0.0,0.0,0.7,0.0,0.0,0.5,JAC,WR,3,2021
Mack Hollins,0.3,3.6,0.0,0.0,0.0,0.0,0.0,0.5,MIA,WR,3,2021
DeMichael Harris,0.2,2.6,0.0,0.0,0.7,0.0,0.0,0.5,IND,WR,3,2021
Dede Westbrook,0.3,3.6,0.0,0.0,0.1,0.0,0.0,0.4,MIN,WR,3,2021
C.J. Board,0.2,3.1,0.0,0.0,0.2,0.0,0.0,0.4,NYG,WR,3,2021
DeAndre Carter,0.3,3.0,0.0,0.0,0.3,0.0,0.0,0.4,WAS,WR,3,2021
Dax Milne,0.3,3.2,0.0,0.0,0.1,0.0,0.0,0.4,WAS,WR,3,2021
J.J. Arcega-Whiteside,0.2,3.3,0.0,0.0,0.0,0.0,0.0,0.4,PHI,WR,3,2021
Simi Fehoko,0.2,3.0,0.0,0.0,0.1,0.0,0.0,0.4,DAL,WR,3,2021
John Ross,0.2,2.5,0.0,0.0,0.0,0.0,0.0,0.4,NYG,WR,3,2021
Tutu Atwell,0.2,2.7,0.0,0.0,0.2,0.0,0.0,0.4,LAR,WR,3,2021
Racey McMath,0.2,3.0,0.0,0.0,0.1,0.0,0.0,0.4,TEN,WR,3,2021
Matthew Slater,0.1,3.1,0.0,0.0,0.1,0.0,0.0,0.3,NE,WR,3,2021
James Proche II,0.2,3.1,0.0,0.0,0.1,0.0,0.0,0.3,BAL,WR,3,2021
Ihmir Smith-Marsette,0.2,2.5,0.0,0.0,0.2,0.0,0.0,0.3,MIN,WR,3,2021
Nsimba Webster,0.2,2.9,0.0,0.0,0.1,0.0,0.0,0.3,CHI,WR,3,2021
Diontae Spencer,0.2,2.1,0.0,0.0,0.4,0.0,0.0,0.3,DEN,WR,3,2021
Gunner Olszewski,0.1,1.6,0.0,0.1,0.4,0.0,0.0,0.2,NE,WR,3,2021
Equanimeous St. Brown,0.2,2.0,0.0,0.0,0.0,0.0,0.0,0.2,GB,WR,3,2021
Marcus Kemp,0.1,1.6,0.0,0.0,0.0,0.0,0.0,0.2,KC,WR,3,2021
Penny Hart,0.1,1.2,0.0,0.0,0.2,0.0,0.0,0.2,SEA,WR,3,2021
Antoine Wesley,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.1,ARI,WR,3,2021
Tavon Austin,0.0,0.4,0.0,0.1,0.4,0.0,0.0,0.1,JAC,WR,3,2021
Steven Sims Jr.,0.1,0.5,0.0,0.1,0.3,0.0,0.0,0.1,PIT,WR,3,2021
Collin Johnson,0.1,0.8,0.0,0.0,0.0,0.0,0.0,0.1,NYG,WR,3,2021
Cameron Batson,0.1,0.7,0.0,0.0,0.0,0.0,0.0,0.1,TEN,WR,3,2021
Malik Turner,0.1,0.7,0.0,0.0,0.0,0.0,0.0,0.1,DAL,WR,3,2021
Gehrig Dieter,0.1,0.6,0.0,0.0,0.0,0.0,0.0,0.1,KC,WR,3,2021
Terry Godwin,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.1,JAC,WR,3,2021
Bisi Johnson,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.1,MIN,WR,3,2021
Marcus Johnson,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.1,TEN,WR,3,2021
Dante Pettis,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.1,NYG,WR,3,2021
Tanner Gentry,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.1,BUF,WR,3,2021
Trenton Irwin,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.1,CIN,WR,3,2021
Brandon Powell,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.1,LAR,WR,3,2021
Ryan Switzer,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,CLE,WR,3,2021
Michael Thomas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO,WR,3,2021
Preston Williams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIA,WR,3,2021
Breshad Perriman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,WR,3,2021
Michael Gallup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DAL,WR,3,2021
Andy Isabella,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARI,WR,3,2021
Shi Smith,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CAR,WR,3,2021
N'Keal Harry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NE,WR,3,2021
Frank Darby,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,WR,3,2021
T.Y. Hilton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IND,WR,3,2021
D'Wayne Eskridge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,WR,3,2021
Denzel Mims,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,WR,3,2021
Miles Boykin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BAL,WR,3,2021
Jerry Jeudy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEN,WR,3,2021
Mike Strachan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IND,WR,3,2021
Rashod Bateman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BAL,WR,3,2021
