player,receiving_rec,receiving_yds,receiving_td,rushing_att,rushing_yds,rushing_td,fumbles_lost,fantasy_points,team,position,week,year
Laviska Shenault Jr.,4.9,55.8,0.5,1.4,7.5,0.0,0.1,9.6,JAC,WR,1,2021
Diontae Johnson,5.9,63.1,0.5,0.2,1.2,0.0,0.1,9.6,PIT,WR,1,2021
Robby Anderson,5.0,61.6,0.5,0.2,1.1,0.0,0.0,9.3,CAR,WR,1,2021
Brandin Cooks,4.9,67.4,0.4,0.1,0.3,0.0,0.0,9.0,HOU,WR,1,2021
Brandon Aiyuk,4.7,64.6,0.3,0.8,4.7,0.0,0.0,8.8,SF,WR,1,2021
Allen Robinson II,5.6,65.1,0.4,0.0,0.0,0.0,0.1,8.7,CHI,WR,1,2021
Kenny Golladay,4.1,60.6,0.4,0.0,0.0,0.0,0.0,8.5,NYG,WR,1,2021
Tyler Boyd,5.3,61.6,0.4,0.2,1.5,0.0,0.1,8.5,CIN,WR,1,2021
Marquise Brown,4.2,55.2,0.5,0.1,0.9,0.0,0.0,8.4,BAL,WR,1,2021
Michael Pittman Jr.,4.4,55.3,0.4,0.2,1.2,0.0,0.0,8.3,IND,WR,1,2021
Jakobi Meyers,4.6,59.0,0.4,0.1,0.2,0.0,0.0,8.3,NE,WR,1,2021
Corey Davis,5.0,63.3,0.3,0.0,0.3,0.0,0.0,8.3,NYJ,WR,1,2021
Jerry Jeudy,4.6,62.5,0.3,0.0,0.0,0.0,0.0,8.3,DEN,WR,1,2021
D.J. Chark Jr.,4.3,58.1,0.4,0.0,0.3,0.0,0.0,8.3,JAC,WR,1,2021
DeVonta Smith,4.2,59.7,0.4,0.1,0.7,0.0,0.0,8.1,PHI,WR,1,2021
DeVante Parker,4.7,59.8,0.4,0.0,0.0,0.0,0.0,8.1,MIA,WR,1,2021
Jarvis Landry,5.2,61.7,0.3,0.2,1.0,0.0,0.0,7.8,CLE,WR,1,2021
Mecole Hardman,3.7,51.8,0.4,0.3,2.5,0.0,0.0,7.7,KC,WR,1,2021
Marquez Callaway,4.3,56.1,0.3,0.1,0.7,0.0,0.0,7.6,NO,WR,1,2021
Courtland Sutton,4.2,60.0,0.2,0.1,0.6,0.0,0.0,7.4,DEN,WR,1,2021
Sterling Shepard,4.9,51.3,0.3,0.3,2.2,0.0,0.0,7.3,NYG,WR,1,2021
Chase Claypool,4.3,55.2,0.2,0.5,2.3,0.0,0.0,7.2,PIT,WR,1,2021
Mike Williams,3.4,51.7,0.3,0.0,0.1,0.0,0.0,7.1,LAC,WR,1,2021
Ja'Marr Chase,4.2,56.8,0.2,0.1,0.5,0.0,0.0,7.0,CIN,WR,1,2021
Michael Gallup,3.8,56.5,0.2,0.0,0.0,0.0,0.0,6.8,DAL,WR,1,2021
Emmanuel Sanders,3.7,44.5,0.3,0.1,0.4,0.0,0.0,6.6,BUF,WR,1,2021
Jaylen Waddle,3.9,54.2,0.2,0.2,1.4,0.0,0.1,6.6,MIA,WR,1,2021
Russell Gage,4.6,51.1,0.2,0.1,0.5,0.0,0.0,6.4,ATL,WR,1,2021
Elijah Moore,4.3,52.0,0.2,0.1,0.7,0.0,0.0,6.3,NYJ,WR,1,2021
Cole Beasley,4.1,48.0,0.2,0.0,0.0,0.0,0.0,6.1,BUF,WR,1,2021
Nelson Agholor,3.4,48.2,0.2,0.0,0.4,0.0,0.0,6.0,NE,WR,1,2021
Randall Cobb,3.2,38.1,0.3,0.1,0.3,0.0,0.0,5.8,GB,WR,1,2021
Darnell Mooney,4.3,46.5,0.2,0.2,1.0,0.0,0.0,5.7,CHI,WR,1,2021
Jalen Reagor,3.3,46.6,0.2,0.2,1.1,0.0,0.0,5.7,PHI,WR,1,2021
Christian Kirk,3.5,40.9,0.2,0.3,1.8,0.0,0.0,5.5,ARI,WR,1,2021
DeSean Jackson,2.8,41.3,0.2,0.2,1.2,0.0,0.0,5.4,LV,WR,1,2021
Terrace Marshall Jr.,3.3,42.7,0.2,0.0,0.3,0.0,0.0,5.3,CAR,WR,1,2021
A.J. Green,3.4,41.6,0.2,0.0,0.0,0.0,0.0,5.2,ARI,WR,1,2021
Parris Campbell,3.4,41.1,0.1,0.2,1.7,0.0,0.0,5.1,IND,WR,1,2021
Sammy Watkins,3.1,41.0,0.2,0.1,0.6,0.0,0.0,5.0,BAL,WR,1,2021
Zach Pascal,2.8,38.0,0.2,0.0,0.1,0.0,0.0,5.0,IND,WR,1,2021
Darius Slayton,2.8,38.1,0.2,0.1,0.1,0.0,0.0,4.8,NYG,WR,1,2021
Chris Conley,2.8,37.3,0.2,0.0,0.2,0.0,0.0,4.7,HOU,WR,1,2021
Gabriel Davis,2.4,37.0,0.2,0.0,0.1,0.0,0.0,4.7,BUF,WR,1,2021
Rondale Moore,3.1,37.2,0.1,0.5,2.9,0.0,0.1,4.7,ARI,WR,1,2021
Adam Humphries,3.3,35.7,0.1,0.0,0.1,0.0,0.0,4.5,WAS,WR,1,2021
Marquez Valdes-Scantling,2.0,34.5,0.2,0.1,0.7,0.0,0.0,4.4,GB,WR,1,2021
Hunter Renfrow,3.4,36.7,0.1,0.0,0.0,0.0,0.0,4.4,LV,WR,1,2021
Amon-Ra St. Brown,3.2,36.8,0.1,0.0,0.1,0.0,0.0,4.4,DET,WR,1,2021
Deonte Harty,2.8,33.2,0.1,0.2,2.0,0.0,0.0,4.3,NO,WR,1,2021
Nico Collins,2.6,33.5,0.2,0.0,0.2,0.0,0.0,4.2,HOU,WR,1,2021
Bryan Edwards,2.7,34.9,0.1,0.0,0.1,0.0,0.0,4.2,LV,WR,1,2021
Cordarrelle Patterson,1.3,12.4,0.1,4.8,18.5,0.1,0.1,4.1,ATL,WR,1,2021
Kendrick Bourne,2.5,31.7,0.1,0.0,0.0,0.0,0.0,4.0,NE,WR,1,2021
Josh Reynolds,2.8,33.4,0.1,0.0,0.0,0.0,0.0,4.0,DET,WR,1,2021
Denzel Mims,2.6,32.1,0.1,0.0,0.0,0.0,0.0,3.9,NYJ,WR,1,2021
Allen Lazard,2.3,30.4,0.1,0.1,0.8,0.0,0.0,3.9,GB,WR,1,2021
Quintez Cephus,2.4,31.5,0.1,0.0,0.0,0.0,0.0,3.8,DET,WR,1,2021
KJ Hamler,2.1,26.3,0.1,0.7,3.4,0.0,0.0,3.5,DEN,WR,1,2021
Rashard Higgins,1.8,27.0,0.1,0.0,0.0,0.0,0.0,3.5,CLE,WR,1,2021
Donovan Peoples-Jones,2.0,28.5,0.1,0.0,0.1,0.0,0.0,3.5,CLE,WR,1,2021
Albert Wilson,2.2,25.4,0.1,0.2,1.3,0.0,0.0,3.4,MIA,WR,1,2021
Tim Patrick,2.0,25.9,0.1,0.0,0.0,0.0,0.0,3.3,DEN,WR,1,2021
Demarcus Robinson,2.0,24.7,0.1,0.0,0.0,0.0,0.0,3.2,KC,WR,1,2021
Dyami Brown,1.8,26.4,0.1,0.0,0.1,0.0,0.0,3.2,WAS,WR,1,2021
Quez Watkins,1.9,25.3,0.1,0.0,0.1,0.0,0.0,3.1,PHI,WR,1,2021
Damiere Byrd,2.4,26.3,0.1,0.1,0.3,0.0,0.0,3.1,CHI,WR,1,2021
Olamide Zaccheaus,1.7,23.6,0.1,0.0,0.1,0.0,0.0,3.1,ATL,WR,1,2021
Travis Fulgham,1.7,23.3,0.1,0.0,0.0,0.0,0.0,3.0,DEN,WR,1,2021
D'Wayne Eskridge,2.0,23.2,0.1,0.1,0.4,0.0,0.0,3.0,SEA,WR,1,2021
Lil'Jordan Humphrey,1.8,23.4,0.1,0.1,0.9,0.0,0.0,3.0,NO,WR,1,2021
Van Jefferson,1.8,21.6,0.1,0.1,0.2,0.0,0.0,3.0,LAR,WR,1,2021
Danny Amendola,1.9,22.7,0.1,0.0,0.2,0.0,0.0,3.0,HOU,WR,1,2021
Jalen Guyton,1.6,23.7,0.1,0.1,0.4,0.0,0.0,2.9,LAC,WR,1,2021
James Washington,1.7,21.9,0.1,0.0,0.0,0.0,0.0,2.8,PIT,WR,1,2021
Mohamed Sanu Sr.,1.8,20.8,0.1,0.1,0.4,0.0,0.0,2.7,SF,WR,1,2021
Kalif Raymond,1.6,20.1,0.1,0.0,0.0,0.0,0.0,2.3,DET,WR,1,2021
Auden Tate,1.4,18.2,0.1,0.0,0.0,0.0,0.0,2.3,CIN,WR,1,2021
Cam Sims,1.3,17.8,0.1,0.1,0.3,0.0,0.0,2.3,WAS,WR,1,2021
Scotty Miller,1.2,16.4,0.1,0.2,1.1,0.0,0.0,2.3,TB,WR,1,2021
Ty Montgomery,1.4,14.3,0.1,0.5,2.2,0.0,0.0,2.2,NO,WR,1,2021
Juwan Johnson,1.2,15.2,0.1,0.0,0.0,0.0,0.0,2.1,NO,WR,1,2021
Joshua Palmer,1.4,16.5,0.1,0.0,0.3,0.0,0.0,2.1,LAC,WR,1,2021
Freddie Swain,1.3,16.3,0.1,0.0,0.0,0.0,0.0,2.1,SEA,WR,1,2021
Byron Pringle,1.3,16.9,0.1,0.0,0.0,0.0,0.0,2.1,KC,WR,1,2021
Braxton Berrios,1.3,13.8,0.1,0.1,0.7,0.0,0.0,2.0,NYJ,WR,1,2021
Devin Duvernay,1.2,16.2,0.1,0.1,0.8,0.0,0.0,2.0,BAL,WR,1,2021
Tyron Johnson,0.9,14.3,0.1,0.0,0.3,0.0,0.0,2.0,LV,WR,1,2021
Kadarius Toney,1.1,13.2,0.1,0.4,2.1,0.0,0.0,1.9,NYG,WR,1,2021
Racey McMath,1.0,12.7,0.1,0.0,0.3,0.0,0.0,1.8,TEN,WR,1,2021
Keke Coutee,1.1,13.7,0.1,0.0,0.0,0.0,0.0,1.8,IND,WR,1,2021
Ihmir Smith-Marsette,1.0,12.0,0.1,0.0,0.1,0.0,0.0,1.7,MIN,WR,1,2021
Greg Ward,1.2,12.2,0.1,0.1,0.1,0.0,0.0,1.7,PHI,WR,1,2021
Tylan Wallace,1.0,11.5,0.1,0.0,0.2,0.0,0.0,1.7,BAL,WR,1,2021
Alex Erickson,0.8,9.5,0.1,0.0,1.6,0.0,0.0,1.5,CAR,WR,1,2021
Anthony Schwartz,0.8,10.0,0.1,0.0,0.1,0.0,0.0,1.4,CLE,WR,1,2021
Jamal Agnew,0.7,8.4,0.1,0.4,2.1,0.0,0.0,1.4,JAC,WR,1,2021
Isaiah McKenzie,0.7,7.7,0.1,0.4,2.1,0.0,0.0,1.4,BUF,WR,1,2021
Marquise Goodwin,0.7,10.5,0.0,0.0,0.0,0.0,0.0,1.3,CHI,WR,1,2021
Demetric Felton,0.6,4.3,0.0,0.0,5.2,0.0,0.0,1.3,CLE,WR,1,2021
Richie James Jr.,0.7,10.0,0.1,0.0,0.0,0.0,0.0,1.3,SF,WR,1,2021
Jauan Jennings,0.7,8.2,0.1,0.0,0.2,0.0,0.0,1.3,SF,WR,1,2021
K.J. Osborn,0.7,10.4,0.1,0.0,0.2,0.0,0.0,1.3,MIN,WR,1,2021
Amari Rodgers,0.8,8.9,0.1,0.1,0.5,0.0,0.0,1.3,GB,WR,1,2021
Tutu Atwell,0.7,8.5,0.1,0.0,0.1,0.0,0.0,1.2,LAR,WR,1,2021
Dede Westbrook,0.9,9.1,0.1,0.0,0.2,0.0,0.0,1.2,MIN,WR,1,2021
Dax Milne,0.7,8.8,0.0,0.0,0.2,0.0,0.0,1.1,WAS,WR,1,2021
Collin Johnson,0.8,8.6,0.0,0.0,0.0,0.0,0.0,1.1,NYG,WR,1,2021
Andy Isabella,0.6,7.7,0.0,0.0,0.0,0.0,0.0,1.1,ARI,WR,1,2021
Javon Wims,0.8,8.1,0.0,0.0,0.0,0.0,0.0,1.1,LV,WR,1,2021
Cedrick Wilson Jr.,0.7,7.9,0.0,0.0,0.1,0.0,0.0,1.0,DAL,WR,1,2021
Chris Moore,0.6,7.3,0.0,0.0,0.0,0.0,0.0,1.0,HOU,WR,1,2021
Trinity Benson,0.6,7.5,0.0,0.0,0.1,0.0,0.0,1.0,DET,WR,1,2021
Phillip Dorsett II,0.6,6.8,0.0,0.0,0.0,0.0,0.0,1.0,HOU,WR,1,2021
Trent Sherfield,0.6,7.6,0.0,0.0,0.0,0.0,0.0,0.9,SF,WR,1,2021
Christian Blake,0.5,6.9,0.0,0.0,0.0,0.0,0.0,0.9,ATL,WR,1,2021
Tavon Austin,0.7,5.7,0.1,0.0,0.0,0.0,0.0,0.9,JAC,WR,1,2021
Jeff Smith,0.5,6.6,0.0,0.0,0.0,0.0,0.0,0.8,NYJ,WR,1,2021
Zay Jones,0.5,5.6,0.0,0.0,0.0,0.0,0.0,0.8,LV,WR,1,2021
Simi Fehoko,0.5,6.0,0.0,0.0,0.1,0.0,0.0,0.8,DAL,WR,1,2021
Gunner Olszewski,0.4,5.0,0.0,0.2,0.9,0.0,0.0,0.8,NE,WR,1,2021
Chester Rogers,0.5,5.5,0.0,0.0,0.1,0.0,0.0,0.7,TEN,WR,1,2021
Dezmon Patmon,0.7,7.0,0.0,0.0,0.0,0.0,0.0,0.7,IND,WR,1,2021
Stanley Morgan Jr.,0.4,4.8,0.0,0.0,0.0,0.0,0.0,0.7,CIN,WR,1,2021
Mike Strachan,0.4,5.6,0.0,0.0,0.1,0.0,0.0,0.7,IND,WR,1,2021
Diontae Spencer,0.4,4.4,0.0,0.2,1.4,0.0,0.0,0.7,DEN,WR,1,2021
Nick Westbrook-Ikhine,0.4,4.9,0.0,0.0,0.0,0.0,0.0,0.7,TEN,WR,1,2021
Isaiah Ford,0.5,4.7,0.0,0.0,0.0,0.0,0.0,0.7,MIA,WR,1,2021
Ray-Ray McCloud,0.5,4.3,0.0,0.1,0.6,0.0,0.0,0.6,PIT,WR,1,2021
Steven Sims Jr.,0.3,4.3,0.0,0.0,0.0,0.0,0.0,0.6,PIT,WR,1,2021
Tyler Johnson,0.3,4.4,0.0,0.0,0.0,0.0,0.0,0.5,TB,WR,1,2021
Marcus Johnson,0.4,4.7,0.0,0.0,0.0,0.0,0.0,0.5,TEN,WR,1,2021
DeAndre Carter,0.3,4.0,0.0,0.0,0.3,0.0,0.0,0.5,WAS,WR,1,2021
Tajae Sharpe,0.3,4.0,0.0,0.0,0.0,0.0,0.0,0.5,ATL,WR,1,2021
James Proche II,0.4,4.3,0.0,0.0,0.1,0.0,0.0,0.5,BAL,WR,1,2021
J.J. Arcega-Whiteside,0.3,4.4,0.0,0.0,0.0,0.0,0.0,0.5,PHI,WR,1,2021
Jaydon Mickens,0.3,3.8,0.0,0.0,0.1,0.0,0.0,0.5,JAC,WR,1,2021
Mack Hollins,0.3,3.9,0.0,0.0,0.0,0.0,0.0,0.5,MIA,WR,1,2021
KhaDarel Hodge,0.4,4.5,0.0,0.0,0.0,0.0,0.0,0.5,DET,WR,1,2021
Antonio Gandy-Golden,0.2,3.3,0.0,0.0,0.0,0.0,0.0,0.4,WAS,WR,1,2021
KeeSean Johnson,0.3,3.3,0.0,0.0,0.0,0.0,0.0,0.4,SF,WR,1,2021
Marquez Stevenson,0.4,4.0,0.0,0.0,0.0,0.0,0.0,0.4,BUF,WR,1,2021
Daurice Fountain,0.4,4.0,0.0,0.0,0.0,0.0,0.0,0.4,KC,WR,1,2021
Greg Dortch,0.2,2.8,0.0,0.0,0.0,0.0,0.0,0.4,ARI,WR,1,2021
Jake Kumerow,0.2,3.2,0.0,0.0,0.1,0.0,0.0,0.4,BUF,WR,1,2021
Ashton Dulin,0.2,3.0,0.0,0.1,0.3,0.0,0.0,0.4,IND,WR,1,2021
Trent Taylor,0.2,2.5,0.0,0.0,0.0,0.0,0.0,0.4,CIN,WR,1,2021
Cameron Batson,0.3,2.7,0.0,0.0,0.0,0.0,0.0,0.4,TEN,WR,1,2021
Allen Hurns,0.2,2.4,0.0,0.0,0.0,0.0,0.0,0.4,MIA,WR,1,2021
Penny Hart,0.2,2.4,0.0,0.0,0.3,0.0,0.0,0.4,SEA,WR,1,2021
Mike Thomas,0.1,2.5,0.0,0.0,0.0,0.0,0.0,0.4,CIN,WR,1,2021
Malik Taylor,0.2,2.9,0.0,0.1,0.3,0.0,0.0,0.3,GB,WR,1,2021
C.J. Board,0.1,2.5,0.0,0.0,0.0,0.0,0.0,0.3,NYG,WR,1,2021
Brandon Zylstra,0.2,2.3,0.0,0.0,0.1,0.0,0.0,0.3,CAR,WR,1,2021
Tom Kennedy,0.3,3.0,0.0,0.0,0.0,0.0,0.0,0.3,DET,WR,1,2021
Andre Roberts,0.2,2.2,0.0,0.1,0.5,0.0,0.0,0.3,LAC,WR,1,2021
Matthew Slater,0.0,2.2,0.0,0.0,0.2,0.0,0.0,0.3,NE,WR,1,2021
Terry Godwin,0.1,1.3,0.0,0.0,0.0,0.0,0.0,0.2,JAC,WR,1,2021
Brandon Powell,0.1,1.2,0.0,0.0,0.0,0.0,0.0,0.2,LAR,WR,1,2021
Travis Benjamin,0.1,1.1,0.0,0.0,0.0,0.0,0.0,0.2,SF,WR,1,2021
Nsimba Webster,0.1,1.4,0.0,0.0,0.0,0.0,0.0,0.2,CHI,WR,1,2021
Equanimeous St. Brown,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.1,GB,WR,1,2021
Marcus Kemp,0.1,1.2,0.0,0.0,0.0,0.0,0.0,0.1,KC,WR,1,2021
Dan Chisena,0.1,1.3,0.0,0.0,0.0,0.0,0.0,0.1,MIN,WR,1,2021
Kendall Hinton,0.1,0.7,0.0,0.1,0.4,0.0,0.0,0.1,DEN,WR,1,2021
Frank Darby,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.1,ATL,WR,1,2021
Joe Reed,0.1,0.5,0.0,0.1,0.3,0.0,0.0,0.1,LAC,WR,1,2021
Matt Cole,0.1,0.5,0.0,0.1,0.2,0.0,0.0,0.1,SEA,WR,1,2021
DeMichael Harris,0.0,0.5,0.0,0.1,0.3,0.0,0.0,0.1,IND,WR,1,2021
Malik Turner,0.1,0.6,0.0,0.0,0.0,0.0,0.0,0.1,DAL,WR,1,2021
Kelvin Harmon,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.1,WAS,WR,1,2021
John Hightower,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.1,PHI,WR,1,2021
Isaac Whitney,0.1,0.6,0.0,0.0,0.0,0.0,0.0,0.1,ARI,WR,1,2021
Gehrig Dieter,0.1,0.6,0.0,0.0,0.0,0.0,0.0,0.1,KC,WR,1,2021
Vyncint Smith,0.1,0.6,0.0,0.0,0.0,0.0,0.0,0.1,TB,WR,1,2021
Trenton Irwin,0.1,0.6,0.0,0.0,0.0,0.0,0.0,0.1,CIN,WR,1,2021
Jake Lampman,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.1,NO,WR,1,2021
Isaiah Coulter,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.1,CHI,WR,1,2021
Robert Foster,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.1,DAL,WR,1,2021
John Ursua,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.1,SEA,WR,1,2021
Cyril Grayson Jr.,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.1,TB,WR,1,2021
Josh Malone,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.1,TEN,WR,1,2021
River Cracraft,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.1,MIA,WR,1,2021
Jason Moore Jr.,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.1,LAC,WR,1,2021
Lawrence Cager,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.1,NYJ,WR,1,2021
Chad Hansen,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.1,ATL,WR,1,2021
Kevin White,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.1,NO,WR,1,2021
Tanner Gentry,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.1,BUF,WR,1,2021
Dante Pettis,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,NYG,WR,1,2021
Jordan Matthews,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,SF,WR,1,2021
Laquon Treadwell,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,JAC,WR,1,2021
Ja'Marcus Bradley,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,CLE,WR,1,2021
Austin Mack,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,SF,WR,1,2021
Tyrie Cleveland,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,DEN,WR,1,2021
Cody Hollister,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,TEN,WR,1,2021
Ryan Switzer,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,CLE,WR,1,2021
John Ross,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,NYG,WR,1,2021
Seth Williams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEN,WR,1,2021
Ben Skowronek,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAR,WR,1,2021
