player,position,team,games,snaps,snaps_per_game,snaps_percent,rush_percent,tgt_percent,touch_percent,util_percent,fantasy_points,points_per_100_snaps,year
Brandon Bolden,RB,NE,14,13,1,1,8,31,23,38,1.9,14.6,2016
Derek Carrier,TE,WAS,8,80,10,16,0,3,3,3,1.0,1.3,2016
Case Keenum,QB,LAR,10,596,60,92,3,0,57,57,111.0,18.6,2016
Cole Beasley,WR,DAL,16,601,38,57,0,16,13,17,114.0,19.0,2016
Chris Hogan,WR,NE,15,829,55,80,0,7,5,7,90.9,11.0,2016
Garrett Celek,TE,SF,16,606,38,59,0,8,5,8,51.0,8.4,2016
Jermaine Kearse,WR,SEA,16,829,52,78,0,11,5,11,57.1,6.9,2016
Josh Bellamy,WR,CHI,16,304,19,30,1,13,8,14,37.9,12.5,2016
Travis Kelce,TE,KC,16,887,55,87,0,13,10,13,138.0,15.6,2016
Marquise Goodwin,WR,BUF,15,640,43,65,0,11,5,11,61.1,9.5,2016
Russell Shepard,WR,TB,14,432,31,44,0,9,6,9,47.0,10.9,2016
DeAndre Hopkins,WR,HOU,16,1084,68,97,0,14,7,14,119.4,11.0,2016
Robert Woods,WR,BUF,13,634,49,72,0,12,8,12,67.9,10.7,2016
Kenny Stills,WR,MIA,16,795,50,84,0,10,5,10,126.6,15.9,2016
Cordarrelle Patterson,RB,MIN,16,531,33,50,1,13,11,15,61.6,11.6,2016
Keenan Allen,WR,SD,1,27,27,37,0,26,22,26,6.3,23.3,2016
Tavon Austin,WR,LAR,15,730,49,77,4,15,12,18,88.8,12.2,2016
Giovani Bernard,RB,CIN,10,394,39,57,23,13,33,36,83.3,21.1,2016
Le'Veon Bell,RB,PIT,12,781,65,96,33,12,43,46,242.4,31.0,2016
Theo Riddick,RB,DET,10,423,42,65,22,16,34,38,108.8,25.7,2016
Chris Thompson,RB,WAS,16,487,30,46,14,13,24,27,98.5,20.2,2016
Rex Burkhead,RB,CIN,16,238,15,22,31,8,38,39,58.9,24.7,2016
Kenjon Barner,RB,PHI,13,100,8,11,27,11,32,38,29.1,29.1,2016
Mike Glennon,QB,TB,2,15,8,10,0,0,73,73,9.0,60.0,2016
Matt Barkley,QB,CHI,7,412,59,93,2,0,54,54,70.8,17.2,2016
Geno Smith,QB,NYJ,2,33,17,27,6,0,48,48,7.9,23.9,2016
Zach Ertz,TE,PHI,14,849,61,85,0,12,9,12,105.6,12.4,2016
Jordan Reed,TE,WAS,12,565,47,72,0,16,12,16,102.6,18.2,2016
Tyler Eifert,TE,CIN,8,428,54,78,0,11,7,11,69.4,16.2,2016
Levine Toilolo,TE,ATL,16,572,36,55,0,3,2,3,38.4,6.7,2016
Vance McDonald,TE,SF,11,443,40,62,0,10,5,10,63.1,14.2,2016
Kyle Juszczyk,RB,BAL,16,463,29,41,1,11,9,12,36.8,7.9,2016
Luke Willson,TE,SEA,11,350,32,46,0,6,4,6,24.9,7.1,2016
Latavius Murray,RB,OAK,14,525,38,53,37,8,43,45,175.2,33.4,2016
Ryan Griffin,TE,HOU,16,508,32,45,0,15,10,15,54.2,10.7,2016
Demetrius Harris,TE,KC,16,459,29,45,0,7,4,7,20.3,4.4,2016
Zach Line,RB,MIN,15,210,14,22,3,1,3,5,1.5,0.7,2016
James Develin,RB,NE,16,350,22,31,0,2,1,2,1.8,0.5,2016
Jack Doyle,TE,IND,16,754,47,69,0,10,8,10,86.4,11.5,2016
Patrick DiMarco,RB,ATL,16,323,20,31,0,3,2,3,11.2,3.5,2016
Blake Bortles,QB,JAC,16,1112,70,100,5,0,62,62,270.1,24.3,2016
AJ McCarron,QB,CIN,1,2,2,3,0,0,0,0,0.0,0.0,2016
Derek Carr,QB,OAK,15,1045,70,98,4,0,57,57,268.4,25.7,2016
Carlos Hyde,RB,SF,13,535,41,63,41,6,46,47,165.1,30.9,2016
Devonta Freeman,RB,ATL,16,607,38,58,37,11,46,48,230.1,37.9,2016
Sammy Watkins,WR,BUF,8,381,48,76,0,14,7,14,55.0,14.4,2016
Mike Evans,WR,TB,16,949,59,84,0,18,10,18,208.1,21.9,2016
Brandin Cooks,WR,NO,16,881,55,76,1,13,10,14,168.3,19.1,2016
Davante Adams,WR,GB,16,912,57,84,0,13,8,13,171.7,18.8,2016
Jordan Matthews,WR,PHI,14,845,60,87,0,14,9,14,98.4,11.6,2016
Donte Moncrief,WR,IND,9,468,52,78,0,12,7,12,72.6,15.5,2016
Allen Robinson II,WR,JAC,16,1048,66,94,0,14,7,14,126.3,12.1,2016
Odell Beckham Jr.,WR,NYG,16,1003,63,94,0,17,10,17,195.6,19.5,2016
Jarvis Landry,WR,MIA,16,892,56,94,1,15,11,15,137.5,15.4,2016
Paul Richardson Jr.,WR,SEA,15,338,23,34,0,11,7,11,35.3,10.4,2016
Eric Ebron,TE,DET,13,708,54,82,0,12,9,12,83.2,11.8,2016
Trey Burton,TE,PHI,15,328,22,31,0,18,11,18,38.7,11.8,2016
James White,RB,NE,16,425,27,38,9,20,23,29,101.7,23.9,2016
Cody Latimer,WR,DEN,12,217,18,27,0,7,4,7,7.6,3.5,2016
Jimmy Garoppolo,QB,NE,6,144,24,33,7,1,51,51,35.1,24.4,2016
Jerick McKinnon,RB,MIN,15,513,34,52,31,10,40,42,105.4,20.5,2016
John Brown,WR,ARI,15,595,40,56,0,12,7,12,64.7,10.9,2016
Richard Rodgers,TE,GB,16,604,38,56,0,8,5,8,39.1,6.5,2016
Ryan Grant,WR,WAS,16,271,17,26,0,7,3,7,7.6,2.8,2016
Damien Williams,RB,MIA,15,160,11,18,22,20,36,42,70.4,44.0,2016
Albert Wilson,WR,KC,16,467,29,46,0,11,7,11,50.9,10.9,2016
Taylor Gabriel,WR,ATL,13,351,27,41,1,14,11,15,105.9,30.2,2016
Willie Snead IV,WR,NO,15,743,50,69,0,14,10,14,119.5,16.1,2016
Allen Hurns,WR,JAC,11,637,58,83,0,12,5,12,65.7,10.3,2016
Bennie Fowler III,WR,DEN,13,241,19,27,0,10,5,10,26.5,11.0,2016
Dontrelle Inman,WR,SD,16,958,60,90,0,10,6,10,105.0,11.0,2016
Keith Smith,RB,DAL,16,135,8,13,1,2,4,4,0.1,0.1,2016
Adam Thielen,WR,MIN,16,788,49,75,0,12,9,12,126.2,16.0,2016
Cameron Brate,TE,TB,15,705,47,66,0,11,8,11,114.0,16.2,2016
Roosevelt Nix,RB,PIT,10,100,10,15,0,2,2,2,0.5,0.5,2016
Josh Hill,TE,NO,9,362,40,56,0,6,4,6,20.9,5.8,2016
Darren Fells,TE,ARI,14,370,26,37,0,5,4,5,21.4,5.8,2016
Seth Roberts,WR,OAK,16,746,47,67,0,10,5,10,73.7,9.9,2016
Marcus Mariota,QB,TEN,15,964,64,96,6,0,53,53,260.7,27.0,2016
Jameis Winston,QB,TB,16,1120,70,99,5,0,55,55,256.5,22.9,2016
Amari Cooper,WR,OAK,16,995,62,89,0,13,8,13,148.9,15.0,2016
DeVante Parker,WR,MIA,15,736,49,82,0,12,8,12,98.4,13.4,2016
Kevin White,WR,CHI,4,192,48,79,1,19,10,19,19.6,10.2,2016
Melvin Gordon III,RB,SD,13,658,51,75,39,9,45,47,209.6,31.9,2016
Brett Hundley,QB,GB,4,22,6,8,14,0,59,59,-1.5,-6.8,2016
Todd Gurley II,RB,LAR,16,748,47,75,37,8,43,45,155.2,20.7,2016
Devin Funchess,WR,CAR,15,493,33,47,0,12,5,12,63.1,12.8,2016
Maxx Williams,TE,BAL,4,54,14,18,0,0,0,0,0.0,0.0,2016
Ameer Abdullah,RB,DET,2,57,29,40,32,9,40,40,21.8,38.2,2016
Tevin Coleman,RB,ATL,13,353,27,41,33,11,42,45,160.1,45.4,2016
Sean Mannion,QB,LAR,1,16,16,27,6,0,44,44,-1.3,-8.1,2016
Duke Johnson Jr.,RB,CLE,16,457,29,44,16,16,28,32,92.0,20.1,2016
Jay Ajayi,RB,MIA,15,581,39,65,45,6,49,51,188.3,32.4,2016
T.J. Yeldon,RB,JAC,15,577,38,55,23,12,31,34,87.7,15.2,2016
Mike Davis,RB,SF,8,66,8,13,29,8,33,36,11.5,17.4,2016
David Johnson,RB,ARI,16,964,60,84,30,12,39,43,327.8,34.0,2016
Malcolm Brown,RB,WAS,17,61,4,6,30,5,34,34,6.5,10.7,2016
Clive Walford,TE,OAK,15,701,47,67,0,7,5,7,53.9,7.7,2016
Nick O'Leary,TE,BUF,16,373,23,35,0,4,2,4,13.4,3.6,2016
Jesse James,TE,PIT,16,856,54,79,0,7,5,7,51.8,6.1,2016
Tyler Kroft,TE,CIN,14,375,27,39,0,3,3,3,9.2,2.5,2016
Nick Boyle,TE,BAL,6,115,19,28,0,5,5,5,4.4,3.8,2016
MyCole Pruitt,TE,CHI,4,41,10,15,0,5,5,5,1.3,3.2,2016
Blake Bell,TE,SF,13,106,8,13,0,8,4,8,8.5,8.0,2016
Nelson Agholor,WR,PHI,15,883,59,82,1,8,5,8,51.9,5.9,2016
Justin Hardy,WR,ATL,16,292,18,28,0,11,7,11,44.3,15.2,2016
Tyler Lockett,WR,SEA,15,557,37,56,1,12,8,13,83.1,14.9,2016
Devin Smith,WR,NYJ,4,35,9,13,0,0,0,0,2.0,5.7,2016
Breshad Perriman,WR,BAL,16,486,30,43,0,14,7,14,68.1,14.0,2016
Jamison Crowder,WR,WAS,16,779,49,73,0,13,9,13,124.5,16.0,2016
Ty Montgomery,RB,GB,15,392,26,38,20,14,31,34,96.5,24.6,2016
Phillip Dorsett II,WR,IND,15,796,53,77,0,7,4,8,65.8,8.3,2016
Stefon Diggs,WR,MIN,13,694,53,81,0,16,13,17,109.3,15.7,2016
Chris Manhertz,TE,CAR,7,55,8,11,0,2,2,2,1.0,1.8,2016
C.J. Uzomah,TE,CIN,10,411,41,62,0,9,6,9,29.4,7.2,2016
Malcolm Johnson,RB,CLE,7,85,12,18,1,8,7,9,2.6,3.1,2016
Darren Waller,TE,BAL,12,235,20,28,0,7,4,7,20.5,8.7,2016
Trevor Siemian,QB,DEN,14,896,64,95,3,0,57,57,191.6,21.4,2016
James O'Shaughnessy,TE,KC,16,111,7,11,0,3,2,3,-0.1,-0.1,2016
Chris Conley,WR,KC,16,816,51,80,0,8,5,8,53.0,6.5,2016
Geoff Swaim,TE,DAL,9,203,23,32,0,4,3,4,6.9,3.4,2016
Michael Burton,RB,DET,15,95,6,10,0,1,0,1,0.0,0.0,2016
Damiere Byrd,WR,CAR,1,11,11,16,0,9,9,9,1.6,14.5,2016
J.J. Nelson,WR,ARI,15,472,31,44,1,16,8,17,105.1,22.3,2016
Tyrell Williams,WR,SD,16,892,56,84,0,13,8,13,147.9,16.6,2016
Raheem Mostert,RB,SF,3,4,1,2,25,0,25,25,0.6,15.0,2016
Eric Tomlinson,TE,NYJ,7,135,19,30,0,0,0,0,0.0,0.0,2016
Rod Smith,RB,DAL,7,4,1,1,0,25,25,25,0.4,10.0,2016
Daniel Brown,TE,CHI,8,261,33,48,0,8,6,8,18.4,7.0,2016
Adam Humphries,WR,TB,15,646,43,60,1,13,9,14,78.0,12.1,2016
Ross Travis,TE,KC,6,56,9,14,0,11,5,11,1.5,2.7,2016
Laquon Treadwell,WR,MIN,9,80,9,13,0,4,1,4,1.5,1.9,2016
Ezekiel Elliott,RB,DAL,15,712,47,71,45,6,50,51,293.4,41.2,2016
Jared Goff,QB,LAR,7,392,56,94,2,0,54,54,53.2,13.6,2016
Corey Coleman,WR,CLE,10,533,53,87,0,14,7,14,60.3,11.3,2016
Josh Doctson,WR,WAS,2,31,16,25,0,19,6,19,6.6,21.3,2016
Derrick Henry,RB,TEN,15,270,18,27,41,6,46,46,92.7,34.3,2016
Carson Wentz,QB,PHI,16,1126,70,99,4,0,58,58,213.0,18.9,2016
Michael Thomas,WR,NO,15,867,58,79,0,14,11,14,163.7,18.9,2016
Alex Collins,RB,SEA,11,140,13,19,22,8,30,30,24.9,17.8,2016
Tyler Boyd,WR,CIN,16,739,46,68,1,11,8,12,70.1,9.5,2016
Paul Perkins,RB,NYG,14,289,21,31,39,8,44,47,61.8,21.4,2016
Devontae Booker,RB,DEN,16,492,31,46,35,9,42,45,111.7,22.7,2016
Pharoh Cooper,WR,LAR,10,208,21,34,0,10,7,10,8.6,4.1,2016
Hunter Henry,TE,SD,15,573,38,58,0,9,6,9,94.2,16.4,2016
Sterling Shepard,WR,NYG,16,1006,63,95,0,10,7,11,119.4,11.9,2016
Austin Hooper,TE,ATL,14,404,29,44,0,7,5,7,45.1,11.2,2016
Jordan Howard,RB,CHI,15,654,44,69,39,8,43,46,201.1,30.7,2016
Rashard Higgins,WR,CLE,16,183,11,18,0,7,3,7,7.7,4.2,2016
Tajae Sharpe,WR,TEN,16,790,49,74,0,11,5,11,64.3,8.1,2016
Dak Prescott,QB,DAL,16,1011,63,96,6,0,51,51,287.1,28.4,2016
Jonathan Williams,RB,BUF,11,92,8,12,29,2,32,33,11.4,12.4,2016
C.J. Prosise,RB,SEA,6,147,25,38,20,13,32,33,44.0,29.9,2016
Tyler Higbee,TE,LAR,16,402,25,40,0,7,3,7,14.5,3.6,2016
William Fuller V,WR,HOU,14,829,59,84,0,11,6,11,75.2,9.1,2016
Kenyan Drake,RB,MIA,16,109,7,11,30,9,39,39,34.5,31.7,2016
Jacoby Brissett,QB,NE,3,156,52,79,10,0,46,46,28.3,18.1,2016
Nick Vannett,TE,SEA,9,85,9,15,0,5,4,5,3.2,3.8,2016
Chris Moore,WR,BAL,15,162,11,15,2,10,6,12,6.5,4.0,2016
Tyler Ervin,RB,HOU,12,27,2,3,4,19,15,22,-1.9,-7.0,2016
Seth DeValve,TE,CLE,12,93,8,12,0,13,11,13,24.7,26.6,2016
Wendell Smallwood,RB,PHI,13,164,13,18,47,8,51,55,40.7,24.8,2016
Jakeem Grant Sr.,WR,MIA,16,19,1,2,5,5,5,11,-1.9,-10.0,2016
Robby Anderson,WR,NYJ,16,718,45,69,0,11,6,11,72.9,10.2,2016
D.J. Foster,RB,NE,3,16,5,7,44,13,50,56,2.6,16.3,2016
Cody Core,WR,CIN,8,261,33,50,0,10,7,10,20.0,7.7,2016
Alex Erickson,WR,CIN,16,78,5,7,0,10,8,10,7.1,9.1,2016
Josh Ferguson,RB,IND,16,132,8,12,11,19,27,30,15.6,11.8,2016
Stephen Anderson,TE,HOU,13,129,10,14,0,12,9,12,15.3,11.9,2016
Andy Janovich,RB,DEN,11,235,21,31,2,3,4,5,13.7,5.8,2016
Derek Watt,RB,SD,16,142,9,13,1,3,4,4,8.7,6.1,2016
Kevin Hogan,QB,CLE,4,50,13,19,16,0,68,68,16.7,33.4,2016
Tyreek Hill,WR,KC,16,415,26,41,6,20,20,26,138.0,33.3,2016
Johnny Holton,WR,OAK,15,51,3,5,12,6,16,18,5.7,11.2,2016
DeAndre Washington,RB,OAK,14,240,17,25,36,10,43,46,68.2,28.4,2016
Jerell Adams,TE,NYG,13,204,16,24,0,10,8,10,18.2,8.9,2016
Ben Braunecker,TE,CHI,13,145,11,17,0,4,3,4,4.1,2.8,2016
Dwayne Washington,RB,DET,12,230,19,29,39,7,43,46,38.7,16.8,2016
Trevor Davis,WR,GB,11,90,8,11,0,8,3,8,6.4,7.1,2016
Geronimo Allison,WR,GB,10,183,18,28,0,12,7,12,32.2,17.6,2016
Danny Vitale,RB,CLE,9,74,8,13,0,7,5,7,2.7,3.6,2016
Temarrick Hemingway,TE,LAR,8,14,2,3,0,0,0,0,0.0,0.0,2016
Mike Thomas,WR,LAR,15,104,7,11,0,9,3,9,1.7,1.6,2016
Peyton Barber,RB,TB,15,136,9,13,40,4,44,45,31.1,22.9,2016
Chester Rogers,WR,IND,14,432,31,45,0,8,4,8,27.3,6.3,2016
Alex Ellis,TE,JAC,6,124,21,30,0,3,2,3,1.1,0.9,2016
Kalif Raymond,WR,DEN,4,19,5,8,0,11,0,11,-2.0,-10.5,2016
Jalen Richard,RB,OAK,16,234,15,21,35,17,48,52,86.6,37.0,2016
J.D. McKissic,RB,SEA,1,7,7,11,14,29,43,43,1.8,25.7,2016
Joshua Perkins,TE,ATL,8,72,9,14,0,7,4,7,10.2,14.2,2016
Tommylee Lewis,WR,NO,12,59,5,7,5,19,17,24,8.7,14.7,2016
Troymaine Pope,RB,SEA,4,30,8,11,40,7,43,47,4.9,16.3,2016
